,Unnamed: 0,Volume,Last,Chg,% Chg
46,Ascent Industries Co. (ACNT),53.0K,12.35,0.57,4.84
47,Blaize Holdings Inc. (BZAI),53.3K,3.47,0.16,4.83
48,EHang Holdings Ltd. ADR (EH),1.0M,22.66,1.03,4.76
49,ImmunityBio Inc. (IBRX),966.4K,3.0,0.14,4.7
50,Venture Global Inc. (VG),1.2M,10.72,0.47,4.59
51,Heritage Insurance Holdings Inc. (HRTG),55.1K,12.55,0.55,4.58
52,Designer Brands Inc. (DBI),283.6K,3.38,0.14,4.15
53,Hello Group Inc. ADR (MOMO),371.4K,7.08,0.28,4.12
54,Oceaneering International Inc. (OII),300.1K,20.15,0.79,4.08
55,CareTrust REIT Inc. (CTRE),275.7K,28.11,1.1,4.07
56,Biomea Fusion Inc. (BMEA),147.7K,2.56,0.1,4.07
57,Pacira BioSciences Inc. (PCRX),84.9K,22.93,0.89,4.04
58,Allot Ltd. (ALLT),272.9K,5.47,0.21,3.99
59,First Majestic Silver Corp. (AG),3.5M,6.38,0.24,3.99
60,Baidu Inc. ADR (BIDU),2.5M,96.02,3.63,3.92
61,Fidelity National Information Services Inc. (FIS),669.7K,70.78,2.66,3.9
62,Paysafe Ltd. (PSFE),53.6K,15.79,0.58,3.81
63,Perspective Therapeutics Inc. (CATX),123.4K,2.76,0.1,3.76
64,New Gold Inc. (NGD),6.4M,3.2,0.12,3.73
65,Red Cat Holdings Inc. (RCAT),708.9K,5.13,0.18,3.64
66,Airship AI Holdings Inc. Cl A (AISP),94.8K,3.58,0.13,3.62
67,SSR Mining Inc. (SSRM),716.7K,10.6,0.36,3.56
68,Satellogic Inc. (SATL),629.4K,3.78,0.13,3.56
69,Southern Copper Corp. (SCCO),480.4K,93.51,3.17,3.51
70,Orla Mining Ltd. (ORLA),371.4K,8.12,0.28,3.5
71,Ford Motor Co. (F),28.5M,9.93,0.34,3.49
72,InMode Ltd. (INMD),186.3K,18.78,0.63,3.44
73,JELD-WEN Holding Inc. (JELD),187.4K,6.04,0.2,3.42
74,AES Corp. (AES),2.3M,12.24,0.41,3.42
75,Newmont Corp. (NEM),1.8M,45.12,1.49,3.42
76,Avidity Biosciences Inc. (RNA),493.3K,33.72,1.11,3.4
77,PagSeguro Digital Ltd. Cl A (PAGS),631.6K,7.62,0.24,3.32
78,Freeport-McMoRan Inc. (FCX),3.3M,37.99,1.22,3.3
79,Stagwell Inc. Cl A (STGW),58.8K,6.16,0.2,3.3
80,Moderna Inc. (MRNA),3.6M,36.16,1.15,3.29
81,Centessa Pharmaceuticals PLC ADR (CNTA),191.8K,17.62,0.56,3.28
82,Xunlei Ltd. ADR (XNET),450.8K,5.07,0.16,3.26
83,Calumet Inc. (CLMT),76.5K,11.5,0.36,3.23
84,Gain Therapeutics Inc. (GANX),82.9K,2.18,0.07,3.22
85,Eldorado Gold Corp. (EGO),217.6K,15.12,0.47,3.21
86,Cybin Inc. (CYBN),64.8K,7.58,0.23,3.2
87,Ambarella Inc. (AMBA),110.7K,53.65,1.65,3.17
88,Seabridge Gold Inc. (SA),50.1K,11.6,0.35,3.16
89,TG Therapeutics Inc. (TGTX),355.2K,38.4,1.17,3.14
90,Quantum Computing Inc. (QUBT),6.4M,5.59,0.17,3.14
91,Xponential Fitness Inc. (XPOF),61.9K,12.51,0.38,3.13
92,Teck Resources Ltd. Cl B (TECK),1.1M,41.26,1.25,3.11
93,Hudbay Minerals Inc. (HBM),931.7K,7.5,0.23,3.09
94,Century Aluminum Co. (CENX),295.2K,19.74,0.59,3.08
95,JD.com Inc. ADR (JD),2.9M,41.59,1.22,3.02
96,ArcBest Corp. (ARCB),52.8K,75.08,2.2,3.02
97,Green Dot Corp. Cl A (GDOT),140.1K,6.53,0.19,3.0
98,Huntsman Corp. (HUN),412.1K,17.01,0.49,2.97
99,Cogent Biosciences Inc. (COGT),94.8K,7.82,0.23,2.96
