,Unnamed: 0,Volume,Last,Chg,% Chg
79,Fidelity National Information Services Inc. (FIS),2.2M,70.62,2.5,3.68
80,Hycroft Mining Holding Corp. (HYMC),145.1K,2.83,0.1,3.66
81,Electrovaya Inc. (ELVA),51.4K,2.45,0.09,3.59
82,Perma-Fix Environmental Services Inc. (PESI),128.7K,7.5,0.26,3.59
83,New Gold Inc. (NGD),20.3M,3.19,0.11,3.58
84,SSR Mining Inc. (SSRM),2.2M,10.6,0.36,3.56
85,EUDA Health Holdings Ltd. (EUDA),98.8K,3.76,0.13,3.54
86,aTyr Pharma Inc. (ATYR),801.2K,3.68,0.13,3.52
87,B2Gold Corp. (BTG),28.3M,2.86,0.1,3.44
88,Cosan S.A. ADR (CSAN),592.6K,4.96,0.17,3.44
89,Heritage Insurance Holdings Inc. (HRTG),122.4K,12.41,0.41,3.41
90,AES Corp. (AES),6.7M,12.22,0.4,3.34
91,Ultrapar Participacoes S/A ADR (UGP),732.9K,2.82,0.09,3.3
92,XTI Aerospace Inc. (XTIA),67.1K,2.85,0.09,3.26
93,Exagen Inc. (XGN),58.4K,3.44,0.11,3.24
94,Baird Medical Investment Holdings Ltd. (BDMD),75.1K,5.46,0.17,3.21
95,Inter & Co. Inc. (INTR),984.8K,5.64,0.17,3.21
96,Orla Mining Ltd. (ORLA),909.8K,8.1,0.24,3.12
97,CareTrust REIT Inc. (CTRE),1.3M,27.84,0.83,3.07
98,Eldorado Gold Corp. (EGO),756.2K,15.1,0.45,3.04
99,Alkami Technology Inc. (ALKT),1.0M,25.01,0.73,3.01
