,Unnamed: 0,Volume,Last,Chg,% Chg
63,Cango Inc. ADR (CANG),520.7K,3.66,0.36,10.91
64,Aligos Therapeutics Inc. (ALGS),83.9K,11.4,1.12,10.89
65,Nabors Industries Ltd. (NBR),193.8K,43.5,4.27,10.88
66,Vaalco Energy Inc. (EGY),982.0K,4.2,0.41,10.82
67,Oklo Inc. (OKLO),9.3M,26.54,2.58,10.79
68,Tempus AI Inc. (TEM),8.0M,46.67,4.5,10.68
69,Senti Biosciences Inc. (SNTI),84.5K,3.55,0.34,10.55
70,TTEC Holdings Inc. (TTEC),320.0K,3.44,0.33,10.42
71,JFB Construction Holdings Cl A (JFB),83.2K,3.94,0.37,10.36
72,Crown Castle Inc. (CCI),5.4M,103.2,9.68,10.34
73,VNET Group Inc. ADR (VNET),7.5M,11.48,1.07,10.34
74,Great Lakes Dredge & Dock Corp. (GLDD),302.6K,8.64,0.81,10.27
75,NuScale Power Corp. (SMR),4.4M,16.77,1.56,10.26
76,Wrap Technologies Inc. (WRAP),80.1K,2.22,0.2,10.2
77,Laird Superfood Inc. (LSF),63.8K,5.19,0.48,10.19
78,Beta Bionics Inc. (BBNX),126.1K,15.45,1.41,10.04
79,GEN Restaurant Group Inc. Cl A (GENK),108.2K,6.22,0.57,10.04
80,MicroStrategy Inc. (MSTR),13.0M,289.59,26.33,10.0
81,One Stop Systems Inc. (OSS),101.3K,2.86,0.26,10.0
82,Claros Mortgage Trust Inc. (CMTG),1.1M,3.97,0.36,9.97
83,Hertz Global Holdings Inc. (HTZ),3.0M,3.7,0.34,9.94
84,NRX Pharmaceuticals Inc. (NRXP),110.4K,2.28,0.2,9.9
85,Rapport Therapeutics Inc. (RAPP),77.8K,11.01,0.99,9.88
86,Applied Digital Corp. (APLD),13.1M,6.9,0.62,9.87
87,Redwire Corp. (RDW),869.8K,10.3,0.92,9.81
88,PSQ Holdings Inc. Cl A (PSQH),839.0K,2.59,0.23,9.75
89,Junee Ltd. (JUNE),95.1K,5.65,0.5,9.71
90,Avalon GloboCare Corp. (ALBT),61.0K,4.93,0.43,9.67
91,Anixa Biosciences Inc. (ANIX),50.2K,3.08,0.27,9.61
92,Emerald Holding Inc. (EEX),135.4K,4.0,0.35,9.59
93,Aurora Innovation Inc. (AUR),9.1M,6.86,0.59,9.5
94,Airship AI Holdings Inc. Cl A (AISP),306.6K,3.72,0.32,9.41
95,Heritage Insurance Holdings Inc. (HRTG),196.0K,13.7,1.18,9.38
96,Sandisk Corp. (SNDK),2.5M,52.94,4.5,9.29
97,Ginkgo Bioworks Holdings Inc. (DNA),877.5K,7.06,0.6,9.27
98,POET Technologies Inc. (POET),608.7K,3.86,0.33,9.19
99,Palladyne AI Corp. (PDYN),1.2M,7.03,0.58,8.99
