,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
76,TGLS,Tecnoglass Inc.,,67.90 +3.19 (+4.93%),3.19,+4.93%,357317,319467,3.191B,19.80,41.97%,
77,AVPT,"AvePoint, Inc.",,14.29 +0.67 (+4.92%),0.67,+4.92%,1.19M,1.457M,2.884B,-,73.50%,
78,PCVX,"Vaxcyte, Inc.",,73.24 +3.39 (+4.85%),3.39,+4.85%,1.316M,1.193M,9.431B,-,-4.64%,
79,KGS,"Kodiak Gas Services, Inc.",,37.01 +1.71 (+4.84%),1.71,+4.84%,1.859M,1.151M,3.254B,66.09,36.72%,
80,AMBA,"Ambarella, Inc.",,52.00 +2.38 (+4.80%),2.38,+4.80%,932323,829434,2.169B,-,-6.48%,
81,PKX,POSCO Holdings Inc.,,53.23 +2.42 (+4.76%),2.42,+4.76%,403841,285400,16.101B,25.23,-40.35%,
82,MPW,"Medical Properties Trust, Inc.",,5.97 +0.27 (+4.74%),0.27,+4.74%,10.311M,13.683M,3.586B,-,28.96%,
83,ORCL,Oracle Corporation,,150.89 +6.71 (+4.65%),6.71,+4.65%,13.612M,11.128M,422.033B,35.50,14.87%,
84,JOBY,"Joby Aviation, Inc.",,6.31 +0.28 (+4.64%),0.28,+4.64%,11.635M,14.789M,4.971B,-,12.71%,
85,AKRO,"Akero Therapeutics, Inc.",,45.85 +2.03 (+4.63%),2.03,+4.63%,1.222M,1.322M,3.651B,-,56.67%,
86,INTC,Intel Corporation,,20.68 +0.90 (+4.55%),0.9,+4.55%,120.008M,90.939M,89.544B,-,-54.24%,
87,RYCEY,Rolls-Royce Holdings plc,,10.37 +0.45 (+4.54%),0.45,+4.54%,1.341M,3.597M,87.047B,27.29,97.60%,
88,RH,RH,,241.02 +10.45 (+4.53%),10.45,+4.53%,1.104M,692465,4.484B,66.58,-23.88%,
89,LRCX,Lam Research Corporation,,76.59 +3.23 (+4.40%),3.23,+4.40%,12.643M,12.963M,98.316B,23.28,-20.84%,
90,CDE,"Coeur Mining, Inc.",,5.71 +0.24 (+4.39%),0.24,+4.39%,17.137M,16.512M,3.646B,38.07,65.26%,
91,AFRM,"Affirm Holdings, Inc.",,48.81 +2.04 (+4.36%),2.04,+4.36%,8.129M,6.971M,15.624B,-,20.57%,
92,NRG,"NRG Energy, Inc.",,92.47 +3.85 (+4.34%),3.85,+4.34%,4.918M,3.187M,18.315B,18.53,41.93%,
93,ICLR,ICON Public Limited Company,,183.39 +7.61 (+4.33%),7.61,+4.33%,1.228M,960853,14.81B,19.24,-47.29%,
94,JBSAY,JBS S.A.,,11.37 +0.47 (+4.31%),0.47,+4.31%,49309,79536,12.61B,9.89,17.02%,
95,NOW,"ServiceNow, Inc.",,843.14 +34.74 (+4.30%),34.74,+4.30%,2.74M,1.647M,174.097B,122.73,4.06%,
96,SLNO,"Soleno Therapeutics, Inc.",,46.70 +1.92 (+4.29%),1.92,+4.29%,661885,509487,2.142B,-,1.82%,
97,AMD,"Advanced Micro Devices, Inc.",,100.79 +4.03 (+4.16%),4.03,+4.16%,33.871M,40.125M,163.328B,100.79,-50.33%,
98,DOCS,"Doximity, Inc.",,64.30 +2.59 (+4.20%),2.59,+4.20%,2.893M,2.43M,12.065B,64.30,121.18%,
99,ALAB,"Astera Labs, Inc.",,68.82 +2.77 (+4.19%),2.77,+4.19%,4.739M,5.509M,11.159B,-,6.48%,
100,BMA,Banco Macro S.A.,,85.02 +3.40 (+4.17%),3.4,+4.17%,365026,355393,6.141B,11.01,93.37%,
101,MLTX,MoonLake Immunotherapeutics,,39.31 +1.57 (+4.16%),1.57,+4.16%,448536,371225,2.488B,-,-15.95%,
102,ODD,Oddity Tech Ltd.,,46.14 +1.84 (+4.15%),1.84,+4.15%,438606,445186,2.576B,28.13,-5.82%,
103,TSEM,Tower Semiconductor Ltd.,,38.37 +1.52 (+4.12%),1.52,+4.12%,819060,810798,4.28B,20.74,18.64%,
104,CVNA,Carvana Co.,,179.29 +7.07 (+4.11%),7.07,+4.11%,4.389M,4.016M,20.967B,113.47,116.17%,
105,PRYMY,Prysmian S.p.A.,,30.50 +1.20 (+4.10%),1.2,+4.10%,51982,98132,17.456B,22.26,12.42%,
106,VRN,Veren Inc.,,6.10 +0.24 (+4.10%),0.24,+4.10%,31.381M,18.293M,3.732B,19.06,-24.19%,
107,SAFRY,Safran SA,,68.70 +2.69 (+4.08%),2.69,+4.08%,36373,319741,114.156B,64.81,21.51%,
108,KVYO,"Klaviyo, Inc.",,34.60 +1.35 (+4.06%),1.35,+4.06%,1.754M,1.414M,9.45B,-,34.51%,
109,AA,Alcoa Corporation,,33.25 +1.29 (+4.04%),1.29,+4.04%,4.331M,4.767M,8.608B,127.88,4.58%,
110,MRVL,"Marvell Technology, Inc.",,69.85 +2.69 (+4.01%),2.69,+4.01%,19.61M,16.819M,60.441B,-,-0.69%,
111,SMCI,"Super Micro Computer, Inc.",,42.47 +1.63 (+3.99%),1.63,+3.99%,92.07M,71.857M,25.205B,18.47,-65.62%,
112,DIOD,Diodes Incorporated,,47.29 +1.81 (+3.98%),1.81,+3.98%,445540,473400,2.191B,49.78,-33.35%,
113,TOST,"Toast, Inc.",,34.78 +1.33 (+3.98%),1.33,+3.98%,5.192M,6.294M,19.998B,1159.33,33.32%,
114,CRH,CRH plc,,98.38 +3.75 (+3.96%),3.75,+3.96%,7.469M,4.751M,66.702B,19.60,11.71%,
115,DTM,"DT Midstream, Inc.",,93.43 +3.53 (+3.93%),3.53,+3.93%,1.52M,1.104M,9.47B,25.95,54.63%,
116,TECK,Teck Resources Limited,,40.02 +1.50 (+3.89%),1.5,+3.89%,4.551M,3.009M,20.135B,-,-15.67%,
117,RHHBY,Roche Holding AG,,43.60 +1.63 (+3.88%),1.63,+3.88%,358479,2.632M,280.259B,29.66,22.74%,
118,RBLX,Roblox Corporation,,56.86 +2.11 (+3.85%),2.11,+3.85%,6.569M,8.545M,37.943B,-,35.55%,
119,SHOP,Shopify Inc.,,96.53 +3.58 (+3.85%),3.58,+3.85%,8.086M,7.914M,124.83B,62.28,18.14%,
120,CIEN,Ciena Corporation,,66.40 +2.45 (+3.83%),2.45,+3.83%,3.288M,2.611M,9.468B,120.73,24.03%,
121,FLG,"Flagstar Financial, Inc.",,11.66 +0.43 (+3.83%),0.43,+3.83%,8.625M,6.695M,4.836B,-,-0.18%,
122,BEAM,Beam Therapeutics Inc.,,27.42 +1.00 (+3.80%),1.0,+3.80%,4.301M,1.445M,2.738B,-,-29.31%,
123,GXO,"GXO Logistics, Inc.",,38.38 +1.39 (+3.76%),1.39,+3.76%,2.192M,1.663M,4.587B,34.27,-25.56%,
124,SRRK,Scholar Rock Holding Corporation,,35.79 +1.29 (+3.74%),1.29,+3.74%,759012,925582,3.388B,-,110.62%,
125,MMYT,MakeMyTrip Limited,,93.01 +3.35 (+3.74%),3.35,+3.74%,986107,779075,10.211B,48.70,41.26%,
126,DFS,Discover Financial Services,,163.66 +5.89 (+3.73%),5.89,+3.73%,3.047M,1.7M,41.178B,9.24,25.25%,
127,CORZ,"Core Scientific, Inc.",,8.95 +0.32 (+3.71%),0.32,+3.71%,18.559M,13.52M,2.632B,-,159.94%,
128,MRNA,"Moderna, Inc.",,35.01 +1.25 (+3.70%),1.25,+3.70%,6.454M,11.79M,13.507B,-,-68.30%,
129,ROOT,"Root, Inc.",,140.92 +5.03 (+3.70%),5.03,+3.70%,860800,504656,2.142B,77.43,190.55%,
130,TAC,TransAlta Corporation,,9.66 +0.34 (+3.65%),0.34,+3.65%,1.492M,1.987M,2.877B,23.56,41.43%,
131,ACVA,ACV Auctions Inc.,,14.28 +0.50 (+3.63%),0.5,+3.63%,5.155M,1.701M,2.544B,-,-21.70%,
132,TSM,Taiwan Semiconductor Manufacturing Company Limited,,177.17 +6.20 (+3.63%),6.2,+3.63%,14.225M,17.097M,918.901B,25.71,20.28%,
133,CROX,"Crocs, Inc.",,101.88 +3.56 (+3.62%),3.56,+3.62%,1.684M,1.596M,5.711B,6.42,-23.97%,
134,CTRE,"CareTrust REIT, Inc.",,27.01 +0.94 (+3.61%),0.94,+3.61%,2.518M,2.058M,5.069B,33.76,10.23%,
135,CNTA,Centessa Pharmaceuticals plc,,17.06 +0.59 (+3.58%),0.59,+3.58%,1.222M,777758,2.249B,-,51.80%,
136,PR,Permian Resources Corporation,,13.32 +0.46 (+3.58%),0.46,+3.58%,13.531M,8.293M,10.703B,9.19,-20.96%,
137,PCOR,"Procore Technologies, Inc.",,67.54 +2.33 (+3.57%),2.33,+3.57%,3.015M,1.489M,10.126B,-,-17.46%,
138,FRPT,"Freshpet, Inc.",,86.77 +2.99 (+3.57%),2.99,+3.57%,1.695M,1.125M,4.227B,93.30,-24.71%,
139,BROS,Dutch Bros Inc.,,62.31 +2.14 (+3.56%),2.14,+3.56%,3.441M,2.948M,9.608B,183.26,75.07%,
140,WCC,"WESCO International, Inc.",,163.76 +5.56 (+3.51%),5.56,+3.51%,1.052M,754748,7.991B,12.55,-3.09%,
141,FIX,"Comfort Systems USA, Inc.",,335.92 +11.34 (+3.49%),11.34,+3.49%,475583,524205,11.943B,22.99,8.17%,
142,ELAN,Elanco Animal Health Incorporated,,10.39 +0.35 (+3.49%),0.35,+3.49%,5.026M,4.732M,5.139B,15.28,-36.90%,
143,INTA,"Intapp, Inc.",,61.05 +2.05 (+3.47%),2.05,+3.47%,490498,732734,4.847B,-,74.56%,
144,ONON,On Holding AG,,46.73 +1.56 (+3.45%),1.56,+3.45%,4.334M,4.024M,15.133B,55.63,35.73%,
145,CLS,Celestica Inc.,,89.58 +2.99 (+3.45%),2.99,+3.45%,5.423M,4.431M,10.388B,24.81,92.29%,
146,HUBS,"HubSpot, Inc.",,611.06 +20.39 (+3.45%),20.39,+3.45%,841157,518675,31.869B,5092.17,-5.49%,
147,APO,"Apollo Global Management, Inc.",,134.92 +4.50 (+3.45%),4.5,+3.45%,6.258M,5.294M,76.969B,18.41,18.59%,
148,ETN,Eaton Corporation plc,,292.04 +9.73 (+3.45%),9.73,+3.45%,5.022M,3.351M,114.48B,30.71,-5.97%,
149,RKLB,"Rocket Lab USA, Inc.",,18.43 +0.60 (+3.37%),0.6,+3.37%,18.99M,19.644M,8.359B,-,315.62%,
150,BIRK,Birkenstock Holding plc,,46.39 +1.51 (+3.36%),1.51,+3.36%,2.727M,1.667M,8.713B,36.53,-4.20%,
151,AI,"C3.ai, Inc.",,21.62 +0.70 (+3.35%),0.7,+3.35%,2.952M,5.855M,2.87B,-,-31.12%,
152,BILL,"BILL Holdings, Inc.",,45.87 +1.48 (+3.33%),1.48,+3.33%,3.506M,3.48M,4.676B,117.62,-34.31%,
153,SSRM,SSR Mining Inc.,,10.24 +0.33 (+3.33%),0.33,+3.33%,2.039M,2.762M,2.072B,-,137.08%,
154,CRNX,"Crinetics Pharmaceuticals, Inc.",,35.40 +1.14 (+3.33%),1.14,+3.33%,619304,979791,3.294B,-,-15.41%,
155,BURL,"Burlington Stores, Inc.",,243.25 +7.82 (+3.32%),7.82,+3.32%,1.815M,1.02M,15.442B,31.23,6.49%,
156,MRUS,Merus N.V.,,49.16 +1.58 (+3.32%),1.58,+3.32%,821672,633329,3.396B,-,4.99%,
157,SPGYF,Whitecap Resources Inc.,,5.95 +0.19 (+3.30%),0.19,+3.30%,49693,252822,3.503B,6.26,-19.38%,
158,PRMB,Primo Brands Corporation,,31.32 +1.00 (+3.30%),1.0,+3.30%,6.799M,2.838M,11.905B,-,72.47%,
159,DELL,Dell Technologies Inc.,,94.58 +3.01 (+3.29%),3.01,+3.29%,7.867M,8.223M,65.989B,14.82,-16.75%,
160,FICO,Fair Isaac Corporation,,"1,779.00 +56.15 (+3.26%)",56.15,+3.26%,266014,208970,43.484B,81.94,38.29%,
161,DY,"Dycom Industries, Inc.",,148.81 +4.69 (+3.25%),4.69,+3.25%,838126,531125,4.312B,18.77,1.37%,
162,CEG,Constellation Energy Corporation,,215.35 +6.77 (+3.25%),6.77,+3.25%,6.421M,4.531M,67.372B,18.11,24.26%,
163,NUVL,"Nuvalent, Inc.",,72.52 +2.27 (+3.23%),2.27,+3.23%,606504,515096,5.192B,-,-20.54%,
164,TRGP,Targa Resources Corp.,,187.04 +5.85 (+3.23%),5.85,+3.23%,1.587M,1.763M,40.795B,32.59,70.26%,
165,SONY,Sony Group Corporation,,23.69 +0.74 (+3.22%),0.74,+3.22%,5.117M,3.758M,143.273B,18.80,30.64%,
166,ASND,Ascendis Pharma A/S,,150.31 +4.68 (+3.21%),4.68,+3.21%,361282,465236,8.995B,-,-5.42%,
167,NTRA,"Natera, Inc.",,144.50 +4.48 (+3.20%),4.48,+3.20%,2.53M,1.629M,19.534B,-,57.40%,
168,ET,Energy Transfer LP,,18.40 +0.57 (+3.20%),0.57,+3.20%,15M,17.239M,63.134B,14.38,18.08%,
169,MAC,The Macerich Company,,16.84 +0.52 (+3.19%),0.52,+3.19%,4.264M,2.036M,4.439B,-,-0.43%,
170,CRGY,Crescent Energy Company,,10.72 +0.33 (+3.18%),0.33,+3.18%,6.071M,3.158M,2.771B,-,-4.45%,
171,LITE,Lumentum Holdings Inc.,,64.02 +1.97 (+3.17%),1.97,+3.17%,3.606M,2.304M,4.43B,-,31.85%,
172,DLR,"Digital Realty Trust, Inc.",,151.67 +4.66 (+3.17%),4.66,+3.17%,2.608M,2.36M,51.989B,93.62,2.14%,
173,PAAS,Pan American Silver Corp.,,25.25 +0.77 (+3.15%),0.77,+3.15%,3.955M,2.953M,9.144B,81.45,71.19%,
174,BPMC,Blueprint Medicines Corporation,,90.50 +2.74 (+3.12%),2.74,+3.12%,972368,926598,5.783B,-,-3.13%,
175,HBM,Hudbay Minerals Inc.,,7.27 +0.22 (+3.12%),0.22,+3.12%,5.58M,6.431M,2.871B,36.35,3.22%,
176,SYF,Synchrony Financial,,53.61 +1.62 (+3.12%),1.62,+3.12%,7.168M,3.884M,20.841B,6.27,19.57%,
177,CALX,"Calix, Inc.",,32.45 +0.98 (+3.11%),0.98,+3.11%,931483,626222,2.164B,-,-7.63%,
178,TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,,15.01 +0.45 (+3.09%),0.45,+3.09%,657819,682662,14.869B,10.72,-41.99%,
179,BAESY,BAE Systems plc,,84.37 +2.52 (+3.08%),2.52,+3.08%,125337,585512,63.228B,25.57,22.18%,
180,BA,The Boeing Company,,158.80 +4.74 (+3.08%),4.74,+3.08%,7.861M,8.77M,119.482B,-,-15.51%,
181,COF,Capital One Financial Corporation,,170.45 +5.05 (+3.05%),5.05,+3.05%,4.947M,3.51M,64.997B,14.72,17.63%,
182,BCS,Barclays PLC,,15.56 +0.46 (+3.05%),0.46,+3.05%,14.851M,20.306M,55.85B,8.64,64.67%,
183,COMP,"Compass, Inc.",,8.80 +0.26 (+3.04%),0.26,+3.04%,5.88M,6.07M,4.82B,-,133.97%,
184,NOG,"Northern Oil and Gas, Inc.",,28.80 +0.85 (+3.04%),0.85,+3.04%,1.973M,1.704M,2.854B,5.60,-25.09%,
185,TECH,Bio-Techne Corporation,,60.24 +1.76 (+3.02%),1.76,+3.02%,3.554M,1.343M,9.522B,61.46,-19.34%,
186,BANC,"Banc of California, Inc.",,13.70 +0.40 (+3.01%),0.4,+3.01%,3.555M,1.969M,2.31B,26.35,-10.32%,
