,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
23,WGS,GeneDx Holdings Corp.,,96.18 +6.86 (+7.68%),6.86,+7.68%,101459,1.034M,2.7B,-,643.71%,
24,FNMAT,Federal National Mortgage Association,,9.90 +0.65 (+7.03%),0.65,+7.03%,15058,97957,13.1B,1414.29,149.33%,
25,BEKE,KE Holdings Inc.,,24.00 +1.56 (+6.93%),1.56,+6.93%,3.562M,8.132M,28.736B,48.97,59.94%,
26,PLTR,Palantir Technologies Inc.,,85.01 +5.39 (+6.77%),5.39,+6.77%,38.309M,99.307M,199.379B,447.42,238.95%,
27,TEM,"Tempus AI, Inc.",,45.05 +2.88 (+6.84%),2.88,+6.84%,3.67M,12.337M,7.758B,-,4.76%,
28,QFIN,"Qifu Technology, Inc.",,42.58 +2.61 (+6.53%),2.61,+6.53%,485696,1.233M,6.731B,8.82,118.30%,
29,FINMY,Leonardo S.p.a.,,25.59 +1.53 (+6.36%),1.53,+6.36%,17124,87722,29.502B,25.34,106.10%,
30,LKNCY,Luckin Coffee Inc.,,33.51 +1.80 (+5.68%),1.8,+5.68%,460302,1.978M,9.41B,26.39,33.01%,
31,MNSO,MINISO Group Holding Limited,,20.88 +1.16 (+5.86%),1.16,+5.86%,286962,1.026M,6.59B,21.09,0.10%,
32,BYDDY,BYD Company Limited,,99.86 +5.50 (+5.83%),5.5,+5.83%,87150,483762,153.775B,31.11,77.14%,
33,BYDDF,BYD Company Limited,,50.00 +2.76 (+5.84%),2.76,+5.84%,17966,104506,153.877B,31.06,76.61%,
34,OKLO,Oklo Inc.,,25.44 +1.49 (+6.22%),1.49,+6.22%,4.556M,18.59M,3.48B,-,123.00%,
35,APP,AppLovin Corporation,,286.76 +14.76 (+5.42%),14.76,+5.42%,3.029M,6.975M,97.485B,63.16,330.86%,
36,SITM,SiTime Corporation,,167.46 +9.04 (+5.71%),9.04,+5.71%,86816,305450,3.952B,-,88.30%,
37,CE,Celanese Corporation,,56.15 +3.06 (+5.77%),3.06,+5.77%,355952,3.06M,6.139B,-,-66.83%,
38,MU,"Micron Technology, Inc.",,100.37 +5.49 (+5.79%),5.49,+5.79%,10.065M,24.713M,111.829B,28.76,1.75%,
39,VEON,VEON Ltd.,,42.00 +2.22 (+5.58%),2.22,+5.58%,43426,135732,2.967B,8.42,60.66%,
40,ASAN,"Asana, Inc.",,13.68 +0.77 (+5.96%),0.77,+5.96%,799808,3.795M,3.129B,-,-19.11%,
41,CC,The Chemours Company,,14.48 +0.78 (+5.66%),0.78,+5.66%,557521,2.021M,2.163B,25.39,-49.52%,
42,OKTA,"Okta, Inc.",,112.57 +5.94 (+5.58%),5.94,+5.58%,997034,3.274M,19.543B,1876.23,0.50%,
43,NU,Nu Holdings Ltd.,,11.33 +0.58 (+5.41%),0.58,+5.41%,7.232M,48.955M,54.465B,28.33,-7.41%,
44,TGTX,"TG Therapeutics, Inc.",,38.99 +1.93 (+5.22%),1.93,+5.22%,889911,2.552M,6.125B,259.96,143.50%,
45,CSAN,Cosan S.A.,,5.19 +0.26 (+5.27%),0.26,+5.27%,365540,1.13M,2.412B,-,-62.31%,
46,EDU,New Oriental Education & Technology Group Inc.,,50.49 +2.45 (+5.11%),2.45,+5.11%,402745,1.922M,8.257B,21.95,-47.70%,
47,TAL,TAL Education Group,,13.46 +0.66 (+5.16%),0.66,+5.16%,1.561M,7.145M,8.134B,70.84,6.49%,
48,PTCT,"PTC Therapeutics, Inc.",,55.14 +2.38 (+4.51%),2.38,+4.51%,169766,714630,4.349B,-,78.54%,
49,ROOT,"Root, Inc.",,140.82 +6.59 (+4.91%),6.59,+4.91%,221584,517183,2.14B,76.95,153.79%,
50,ELF,"e.l.f. Beauty, Inc.",,66.43 +3.46 (+5.49%),3.46,+5.49%,602904,2.736M,3.746B,39.78,-68.42%,
51,PATH,UiPath Inc.,,10.52 +0.55 (+5.47%),0.55,+5.47%,5.963M,9.704M,5.779B,-,-56.18%,
52,XP,XP Inc.,,14.57 +0.68 (+4.93%),0.68,+4.93%,7.841M,7.261M,7.833B,10.26,-45.25%,
53,CVNA,Carvana Co.,,175.03 +8.36 (+5.02%),8.36,+5.02%,1.985M,4.085M,20.469B,110.78,109.44%,
54,SMCI,"Super Micro Computer, Inc.",,41.15 +2.07 (+5.29%),2.07,+5.29%,17.885M,72.059M,24.42B,17.89,-63.44%,
55,SCHW,The Charles Schwab Corporation,,76.99 +3.48 (+4.73%),3.48,+4.73%,3.44M,11.326M,139.627B,25.75,9.65%,
56,NBIS,Nebius Group N.V.,,27.56 +1.39 (+5.33%),1.39,+5.33%,2.9M,12.276M,6.498B,-,30.85%,
57,WRD,WeRide Inc.,,17.06 +0.79 (+4.86%),0.79,+4.86%,986386,1.511M,4.683B,-,-1.69%,
58,ALGM,"Allegro MicroSystems, Inc.",,27.55 +1.31 (+5.00%),1.31,+5.00%,437989,3.078M,5.073B,-,-4.58%,
59,WDC,Western Digital Corporation,,44.05 +2.02 (+4.81%),2.02,+4.81%,1.388M,8.849M,15.322B,12.73,-7.00%,
60,RSI,"Rush Street Interactive, Inc.",,10.16 +0.48 (+4.96%),0.48,+4.96%,207267,2.081M,2.317B,338.67,67.18%,
61,VWDRY,Vestas Wind Systems A/S,,5.24 +0.24 (+4.80%),0.24,+4.80%,44830,510159,15.921B,29.11,-44.77%,
62,TMDX,"TransMedics Group, Inc.",,67.32 +2.97 (+4.62%),2.97,+4.62%,240936,1.844M,2.266B,62.92,-15.26%,
63,CRDO,Credo Technology Group Holding Ltd,,47.22 +2.26 (+5.04%),2.26,+5.04%,1.12M,5.659M,8.017B,1573.83,136.21%,
64,BILL,"BILL Holdings, Inc.",,46.23 +2.20 (+5.00%),2.2,+5.00%,758133,3.514M,4.713B,118.54,-31.89%,
65,FUN,Six Flags Entertainment Corporation,,36.43 +1.37 (+3.91%),1.37,+3.91%,193303,1.418M,3.656B,-,-18.48%,
66,MT,ArcelorMittal S.A.,,32.24 +1.43 (+4.64%),1.43,+4.64%,828471,2.359M,24.855B,19.08,16.62%,
67,FRHC,Freedom Holding Corp.,,127.91 +5.75 (+4.71%),5.75,+4.71%,21454,90789,7.754B,23.86,63.01%,
68,GMAB,Genmab A/S,,20.92 +0.96 (+4.78%),0.96,+4.78%,179978,1.483M,13.292B,11.75,-33.33%,
69,VIST,"Vista Energy, S.A.B. de C.V.",,49.52 +2.17 (+4.58%),2.17,+4.58%,132323,916998,4.785B,10.70,16.20%,
70,ATAT,Atour Lifestyle Holdings Limited,,30.97 +1.35 (+4.56%),1.35,+4.56%,208238,1.101M,4.261B,26.70,52.68%,
71,ACHR,Archer Aviation Inc.,,7.62 +0.37 (+5.09%),0.37,+5.09%,7.298M,35.927M,4.133B,-,44.42%,
72,DB,Deutsche Bank Aktiengesellschaft,,24.02 +1.04 (+4.55%),1.04,+4.55%,1.257M,2.856M,47.728B,16.12,55.06%,
73,ARM,Arm Holdings plc,,117.00 +4.95 (+4.42%),4.95,+4.42%,1.535M,6.046M,123.323B,153.95,-11.75%,
74,PSTG,"Pure Storage, Inc.",,50.65 +2.11 (+4.35%),2.11,+4.35%,707628,2.818M,16.524B,163.39,-2.84%,
75,PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.",,191.24 +7.99 (+4.36%),7.99,+4.36%,15641,76276,9.625B,22.06,23.06%,
76,VICR,Vicor Corporation,,53.03 +2.03 (+3.97%),2.03,+3.97%,22126,283872,2.396B,378.75,41.39%,
77,UMC,United Microelectronics Corporation,,6.75 +0.28 (+4.33%),0.28,+4.33%,1.827M,13.526M,17.384B,10.89,-19.33%,
78,CVLT,"Commvault Systems, Inc.",,154.58 +6.27 (+4.23%),6.27,+4.23%,83123,474128,6.801B,40.68,51.48%,
79,CQP,"Cheniere Energy Partners, L.P.",,64.84 +2.63 (+4.23%),2.63,+4.23%,19512,216842,31.385B,15.26,28.19%,
80,CLF,Cleveland-Cliffs Inc.,,10.14 +0.41 (+4.21%),0.41,+4.21%,3.112M,18.281M,5.014B,-,-50.76%,
81,SMMT,Summit Therapeutics Inc.,,20.00 +0.81 (+4.19%),0.81,+4.19%,746680,2.504M,14.75B,-,315.37%,
82,SPOT,Spotify Technology S.A.,,560.83 +22.92 (+4.26%),22.92,+4.26%,632674,2.199M,114.806B,93.16,111.04%,
83,GKOS,Glaukos Corporation,,100.55 +3.95 (+4.09%),3.95,+4.09%,108397,821718,5.688B,-,13.00%,
84,JD,"JD.com, Inc.",,42.87 +1.63 (+3.95%),1.63,+3.95%,4.927M,12.423M,64.371B,11.59,50.24%,
85,YPF,YPF Sociedad Anónima,,35.23 +1.52 (+4.51%),1.52,+4.51%,392565,2.042M,16.072B,5.88,86.66%,
86,LMND,"Lemonade, Inc.",,34.11 +1.51 (+4.63%),1.51,+4.63%,301888,2.35M,2.484B,-,100.74%,
87,SAN,"Banco Santander, S.A.",,6.72 +0.27 (+4.11%),0.27,+4.11%,1.714M,4.633M,102.582B,7.99,45.93%,
88,MSTR,MicroStrategy Incorporated,,274.30 +11.04 (+4.19%),11.04,+4.19%,5.278M,19.581M,71.433B,-,47.70%,
89,ECG,"Everus Construction Group, Inc.",,39.30 +1.51 (+4.00%),1.51,+4.00%,43025,731781,2.004B,13.99,-22.88%,
90,INTR,"Inter & Co, Inc.",,5.78 +0.23 (+4.14%),0.23,+4.14%,481317,2.656M,2.541B,16.06,-6.25%,
91,SHOP,Shopify Inc.,,94.38 +3.79 (+4.18%),3.79,+4.18%,2.402M,8.033M,122.771B,60.89,17.42%,
92,MTSI,"MACOM Technology Solutions Holdings, Inc.",,108.40 +4.19 (+4.02%),4.19,+4.02%,182527,742316,8.058B,-,16.45%,
93,ALHC,"Alignment Healthcare, Inc.",,16.09 +0.59 (+3.84%),0.59,+3.84%,1.213M,1.971M,3.088B,-,210.62%,
94,HOOD,"Robinhood Markets, Inc.",,37.52 +1.50 (+4.16%),1.5,+4.16%,11.96M,31.166M,33.223B,24.05,98.46%,
95,SRRK,Scholar Rock Holding Corporation,,35.97 +1.42 (+4.10%),1.42,+4.10%,136290,921671,3.405B,-,139.10%,
96,YUMC,"Yum China Holdings, Inc.",,51.06 +1.97 (+4.01%),1.97,+4.01%,885954,2.49M,19.174B,21.91,17.02%,
97,KVYO,"Klaviyo, Inc.",,33.39 +1.39 (+4.34%),1.39,+4.34%,124249,1.439M,9.119B,-,34.85%,
98,GEO,"The GEO Group, Inc.",,26.55 +1.00 (+3.92%),1.0,+3.92%,268185,2.927M,3.727B,120.68,94.30%,
99,INFA,Informatica Inc.,,18.10 +0.71 (+4.08%),0.71,+4.08%,372620,2.389M,5.477B,603.33,-49.23%,
100,ZTO,ZTO Express (Cayman) Inc.,,20.17 +0.76 (+3.94%),0.76,+3.94%,1.015M,2.565M,16.041B,14.01,-11.00%,
101,PAGS,PagSeguro Digital Ltd.,,7.80 +0.31 (+4.07%),0.31,+4.07%,592819,4.661M,2.368B,6.84,-46.15%,
102,LYFT,"Lyft, Inc.",,11.73 +0.46 (+4.13%),0.46,+4.13%,3.284M,18.474M,4.905B,195.58,-34.59%,
103,AFRM,"Affirm Holdings, Inc.",,48.89 +1.99 (+4.24%),1.99,+4.24%,1.068M,6.947M,15.65B,-,39.13%,
104,ITUB,Itaú Unibanco Holding S.A.,,5.93 +0.21 (+3.67%),0.21,+3.67%,3.845M,26.495M,54.835B,8.24,-16.86%,
105,ORLA,Orla Mining Ltd.,,8.53 +0.24 (+2.96%),0.24,+2.96%,483642,771937,2.755B,-,125.89%,
106,CAVA,"CAVA Group, Inc.",,77.00 +2.93 (+3.96%),2.93,+3.96%,762551,2.829M,8.901B,70.00,15.45%,
107,CRGY,Crescent Energy Company,,10.88 +0.39 (+3.68%),0.39,+3.68%,527080,3.25M,2.811B,-,-5.58%,
108,DJT,Trump Media & Technology Group Corp.,,19.89 +0.72 (+3.76%),0.72,+3.76%,807526,8.307M,4.377B,-,-50.82%,
109,RKLB,"Rocket Lab USA, Inc.",,18.28 +0.71 (+4.04%),0.71,+4.04%,3.604M,19.495M,8.291B,-,326.46%,
110,CZR,"Caesars Entertainment, Inc.",,27.70 +1.08 (+4.04%),1.08,+4.04%,1.037M,4.995M,5.874B,-,-32.01%,
111,BBVA,"Banco Bilbao Vizcaya Argentaria, S.A.",,14.32 +0.52 (+3.77%),0.52,+3.77%,267969,2.486M,83.034B,7.83,21.16%,
112,VTMX,"Corporación Inmobiliaria Vesta, S.A.B. de C.V.",,23.60 +0.83 (+3.65%),0.83,+3.65%,30822,213637,2.023B,9.33,-40.70%,
113,IPGP,IPG Photonics Corporation,,61.66 +2.15 (+3.61%),2.15,+3.61%,37414,332605,2.624B,-,-31.79%,
114,NVDA,NVIDIA Corporation,,119.69 +4.11 (+3.56%),4.11,+3.56%,80.58M,270.988M,2.92T,40.71,31.58%,
115,SYM,Symbotic Inc.,,21.33 +0.77 (+3.75%),0.77,+3.75%,239263,2.089M,12.55B,-,-54.67%,
116,DAY,Dayforce Inc,,54.12 +1.94 (+3.73%),1.94,+3.73%,281672,1.764M,8.602B,492.05,-21.05%,
117,ACAD,ACADIA Pharmaceuticals Inc.,,17.49 +0.71 (+4.23%),0.71,+4.23%,146439,2.544M,2.917B,12.86,-9.20%,
118,MRX,Marex Group plc,,32.48 +1.12 (+3.57%),1.12,+3.57%,69500,398132,2.283B,11.94,65.14%,
119,DUOL,"Duolingo, Inc.",,282.28 +9.79 (+3.59%),9.79,+3.59%,153051,790745,12.771B,150.15,25.95%,
120,VALE,Vale S.A.,,9.75 +0.33 (+3.50%),0.33,+3.50%,10.28M,33.874M,41.621B,6.77,-21.24%,
121,ZETA,Zeta Global Holdings Corp.,,14.21 +0.51 (+3.72%),0.51,+3.72%,1.43M,6.431M,3.378B,-,32.88%,
122,SOFI,"SoFi Technologies, Inc.",,11.83 +0.44 (+3.86%),0.44,+3.86%,8.579M,46.085M,12.972B,30.33,62.02%,
123,TWLO,Twilio Inc.,,98.42 +3.52 (+3.71%),3.52,+3.71%,481019,3.545M,15.022B,-,59.07%,
124,PEN,"Penumbra, Inc.",,269.76 +9.12 (+3.50%),9.12,+3.50%,27693,470466,10.39B,749.32,17.32%,
125,SOC,Sable Offshore Corp.,,24.49 +0.83 (+3.49%),0.83,+3.49%,119235,1.504M,2.182B,-,102.57%,
126,LPLA,LPL Financial Holdings Inc.,,320.50 +11.63 (+3.77%),11.63,+3.77%,203421,716020,23.935B,22.86,15.06%,
127,VIRT,"Virtu Financial, Inc.",,35.39 +1.20 (+3.51%),1.2,+3.51%,87206,973698,5.496B,11.92,77.06%,
128,PTEN,"Patterson-UTI Energy, Inc.",,7.88 +0.27 (+3.54%),0.27,+3.54%,1.351M,10.385M,3.045B,-,-34.06%,
129,PDD,PDD Holdings Inc.,,122.89 +4.12 (+3.47%),4.12,+3.47%,2.832M,8.613M,170.659B,12.14,-4.02%,
130,CRWD,"CrowdStrike Holdings, Inc.",,344.06 +11.53 (+3.47%),11.53,+3.47%,1.008M,3.952M,85.284B,-,5.35%,
131,OSIS,"OSI Systems, Inc.",,183.47 +8.16 (+4.65%),8.16,+4.65%,143371,240352,3.082B,23.58,34.13%,
132,DAN,Dana Incorporated,,14.10 +0.49 (+3.60%),0.49,+3.60%,130117,1.63M,2.045B,-,17.13%,
133,LSCC,Lattice Semiconductor Corporation,,60.11 +2.13 (+3.67%),2.13,+3.67%,135648,2.37M,8.285B,136.61,-23.36%,
134,LB,LandBridge Company LLC,,69.76 +2.32 (+3.44%),2.32,+3.44%,35043,624789,5.333B,-,191.32%,
135,FINV,FinVolution Group,,8.59 +0.28 (+3.43%),0.28,+3.43%,166728,780386,2.231B,7.47,64.36%,
136,TSEM,Tower Semiconductor Ltd.,,38.75 +1.34 (+3.58%),1.34,+3.58%,55562,809154,4.421B,20.95,20.76%,
137,ICLR,ICON Public Limited Company,,185.15 +6.20 (+3.46%),6.2,+3.46%,164200,970076,14.964B,19.41,-46.54%,
138,FLR,Fluor Corporation,,36.12 +1.18 (+3.36%),1.18,+3.36%,289707,3.051M,6.096B,2.94,-9.72%,
139,OVV,Ovintiv Inc.,,39.72 +1.31 (+3.42%),1.31,+3.42%,383895,2.887M,10.341B,9.44,-23.29%,
140,PCOR,"Procore Technologies, Inc.",,68.08 +2.31 (+3.51%),2.31,+3.51%,256766,1.517M,10.207B,-,-16.32%,
141,NTRA,"Natera, Inc.",,147.37 +4.86 (+3.41%),4.86,+3.41%,379949,1.658M,19.922B,-,59.19%,
142,THO,"THOR Industries, Inc.",,79.28 +2.51 (+3.26%),2.51,+3.26%,119252,746413,4.218B,21.03,-26.05%,
143,STNE,StoneCo Ltd.,,9.53 +0.31 (+3.36%),0.31,+3.36%,531807,6.097M,2.828B,8.66,-46.71%,
144,MKSI,"MKS Instruments, Inc.",,83.96 +2.72 (+3.35%),2.72,+3.35%,231530,978950,5.657B,29.88,-32.98%,
145,URI,"United Rentals, Inc.",,614.76 +20.59 (+3.47%),20.59,+3.47%,210345,687813,40.148B,15.89,-12.05%,
146,MPWR,"Monolithic Power Systems, Inc.",,590.15 +18.93 (+3.31%),18.93,+3.31%,63757,874281,28.248B,16.12,-16.85%,
147,RUM,Rumble Inc.,,7.86 +0.28 (+3.77%),0.28,+3.77%,421603,6.562M,2.493B,-,-1.94%,
148,PEGA,Pegasystems Inc.,,70.39 +2.25 (+3.29%),2.25,+3.29%,176636,864428,6.046B,63.41,9.83%,
149,APGE,"Apogee Therapeutics, Inc.",,39.58 +1.25 (+3.27%),1.25,+3.27%,24742,575100,2.299B,-,-43.89%,
150,CSGP,"CoStar Group, Inc.",,77.83 +2.39 (+3.17%),2.39,+3.17%,699681,3.26M,32.828B,228.93,-20.74%,
151,MANH,"Manhattan Associates, Inc.",,168.79 +5.29 (+3.24%),5.29,+3.24%,89536,772715,10.317B,47.95,-33.81%,
152,ZK,ZEEKR Intelligent Technology Holding Limited,,30.72 +0.97 (+3.25%),0.97,+3.25%,228973,635883,7.605B,-,5.27%,
153,MGM,MGM Resorts International,,31.20 +1.04 (+3.45%),1.04,+3.45%,846116,5.036M,8.909B,13.00,-29.66%,
154,HUN,Huntsman Corporation,,17.23 +0.55 (+3.27%),0.55,+3.27%,438583,3.008M,2.98B,-,-33.06%,
155,NE,Noble Corporation plc,,23.20 +0.74 (+3.30%),0.74,+3.30%,259938,2.101M,3.693B,7.84,-52.61%,
156,AVPT,"AvePoint, Inc.",,14.25 +0.46 (+3.33%),0.46,+3.33%,248515,1.459M,2.876B,-,82.65%,
157,BL,"BlackLine, Inc.",,49.06 +1.60 (+3.37%),1.6,+3.37%,116436,747040,3.082B,33.83,-27.69%,
158,NUVL,"Nuvalent, Inc.",,77.19 +2.71 (+3.64%),2.71,+3.64%,107865,512327,5.527B,-,-7.82%,
159,ABR,"Arbor Realty Trust, Inc.",,12.45 +0.39 (+3.28%),0.39,+3.28%,734530,3.366M,2.36B,10.56,-6.94%,
160,RXRX,"Recursion Pharmaceuticals, Inc.",,6.14 +0.20 (+3.28%),0.2,+3.28%,3.627M,23.562M,2.466B,-,-47.06%,
161,MUFG,"Mitsubishi UFJ Financial Group, Inc.",,13.59 +0.42 (+3.19%),0.42,+3.19%,3.922M,3.291M,157.095B,12.13,29.63%,
162,DY,"Dycom Industries, Inc.",,152.16 +4.69 (+3.18%),4.69,+3.18%,82079,543579,4.41B,19.21,3.10%,
163,ANET,Arista Networks Inc,,82.86 +2.72 (+3.39%),2.72,+3.39%,1.641M,9.994M,104.496B,37.16,15.42%,
164,HPE,Hewlett Packard Enterprise Company,,15.27 +0.49 (+3.35%),0.49,+3.35%,3.925M,16.504M,20.052B,7.34,-11.72%,
165,FIX,"Comfort Systems USA, Inc.",,337.61 +10.36 (+3.16%),10.36,+3.16%,76792,525422,12.003B,23.12,6.05%,
166,ACVA,ACV Auctions Inc.,,14.47 +0.47 (+3.36%),0.47,+3.36%,245240,1.815M,2.578B,-,-20.81%,
167,TRGP,Targa Resources Corp.,,188.48 +5.62 (+3.07%),5.62,+3.07%,223393,1.769M,41.109B,32.84,72.56%,
168,MBLY,Mobileye Global Inc.,,14.97 +0.49 (+3.42%),0.49,+3.42%,257728,6.095M,12.147B,-,-47.84%,
169,CG,The Carlyle Group Inc.,,41.76 +1.26 (+3.11%),1.26,+3.11%,237076,2.367M,15.084B,15.08,-9.15%,
170,TS,Tenaris S.A.,,38.10 +1.15 (+3.10%),1.15,+3.10%,175242,1.537M,20.607B,10.53,-4.27%,
171,CHWY,"Chewy, Inc.",,33.41 +1.06 (+3.29%),1.06,+3.29%,930768,4.946M,13.606B,36.32,86.03%,
172,TCEHY,Tencent Holdings Limited,,68.30 +2.00 (+3.02%),2.0,+3.02%,466660,4.456M,621.254B,31.05,83.51%,
173,OMF,"OneMain Holdings, Inc.",,46.76 +1.41 (+3.11%),1.41,+3.11%,139954,967662,5.582B,11.03,-5.97%,
174,FMS,Fresenius Medical Care AG,,23.88 +0.71 (+3.06%),0.71,+3.06%,76955,288166,14.706B,23.88,21.69%,
175,GRND,Grindr Inc.,,16.92 +0.53 (+3.23%),0.53,+3.23%,242495,1.506M,3.524B,-,64.06%,
176,WBD,"Warner Bros. Discovery, Inc.",,10.22 +0.33 (+3.34%),0.33,+3.34%,5.967M,32.327M,25.088B,-,15.81%,
177,HKXCY,Hong Kong Exchanges and Clearing Limited,,46.20 +1.36 (+3.03%),1.36,+3.03%,200,86989,58.392B,35.00,44.53%,
178,LRCX,Lam Research Corporation,,77.62 +2.36 (+3.14%),2.36,+3.14%,2.362M,12.94M,99.644B,23.59,-17.30%,
179,PENN,"PENN Entertainment, Inc.",,16.75 +0.52 (+3.20%),0.52,+3.20%,968173,4.555M,2.562B,-,-7.99%,
180,AXON,"Axon Enterprise, Inc.",,550.77 +16.21 (+3.03%),16.21,+3.03%,80601,983454,42.201B,114.50,73.76%,
