symbol,price,price_change,price_percent_change,timestamp,source
QBTS,10.15,3.24,46.89,2025-03-16 17:30:11,yahoo
RGTI,11.22,2.47,28.23,2025-03-16 17:30:11,yahoo
RBRK,70.64,15.36,27.79,2025-03-16 17:30:11,yahoo
SMTC,39.6,6.89,21.06,2025-03-16 17:30:11,yahoo
IONQ,25.0,3.63,16.99,2025-03-16 17:30:11,yahoo
PTON,7.05,0.98,16.14,2025-03-16 17:30:11,yahoo
SOUN,10.34,1.43,16.05,2025-03-16 17:30:11,yahoo
OKLO,27.72,3.77,15.74,2025-03-16 17:30:11,yahoo
DOCU,85.76,11.06,14.81,2025-03-16 17:30:11,yahoo
WXXWY,6.87,0.87,14.5,2025-03-16 17:30:11,yahoo
ULTA,357.48,43.01,13.68,2025-03-16 17:30:11,yahoo
WRD,18.4,2.13,13.09,2025-03-16 17:30:11,yahoo
ROOT,151.73,17.5,13.04,2025-03-16 17:30:11,yahoo
MSTR,297.49,34.23,13.0,2025-03-16 17:30:11,yahoo
VNET,11.65,1.25,12.02,2025-03-16 17:30:11,yahoo
TEM,47.17,5.0,11.87,2025-03-16 17:30:11,yahoo
CAR,61.95,6.46,11.64,2025-03-16 17:30:11,yahoo
AUR,6.97,0.71,11.34,2025-03-16 17:30:11,yahoo
ASR,285.93,27.44,10.62,2025-03-16 17:30:11,yahoo
RSI,10.7,1.02,10.54,2025-03-16 17:30:11,yahoo
ALAB,72.18,6.86,10.5,2025-03-16 17:30:11,yahoo
CCI,103.22,9.69,10.37,2025-03-16 17:30:11,yahoo
WGS,98.47,9.15,10.24,2025-03-16 17:30:11,yahoo
TGTX,40.84,3.78,10.2,2025-03-16 17:30:11,yahoo
FUTU,118.47,10.95,10.18,2025-03-16 17:30:11,yahoo
MP,26.83,2.45,10.05,2025-03-16 17:30:11,yahoo
TNXP,15.0,1.36,9.97,2025-03-16 17:30:11,yahoo
NBIS,28.75,2.58,9.86,2025-03-16 17:30:11,yahoo
CRDO,49.15,4.2,9.34,2025-03-16 17:30:11,yahoo
PATH,10.88,0.91,9.13,2025-03-16 17:30:11,yahoo
NU,11.73,0.98,9.12,2025-03-16 17:30:11,yahoo
ACHR,7.9,0.65,8.97,2025-03-16 17:30:11,yahoo
FMCKM,8.65,0.71,8.94,2025-03-16 17:30:11,yahoo
HOOD,39.24,3.22,8.94,2025-03-16 17:30:11,yahoo
NFE,9.26,0.76,8.88,2025-03-16 17:30:11,yahoo
FNMAJ,9.49,0.77,8.83,2025-03-16 17:30:11,yahoo
CVNA,181.18,14.51,8.71,2025-03-16 17:30:11,yahoo
BEKE,24.39,1.95,8.69,2025-03-16 17:30:11,yahoo
PONY,13.92,1.11,8.67,2025-03-16 17:30:11,yahoo
MARA,13.18,1.02,8.39,2025-03-16 17:30:11,yahoo
SMMT,20.79,1.6,8.34,2025-03-16 17:30:11,yahoo
PLTR,86.24,6.62,8.31,2025-03-16 17:30:11,yahoo
ELF,68.18,5.21,8.27,2025-03-16 17:30:11,yahoo
QFIN,43.19,3.22,8.06,2025-03-16 17:30:11,yahoo
FNMAH,8.8,0.65,7.98,2025-03-16 17:30:11,yahoo
SMCI,42.17,3.09,7.91,2025-03-16 17:30:11,yahoo
MDGL,348.35,25.33,7.84,2025-03-16 17:30:11,yahoo
FUN,37.8,2.74,7.82,2025-03-16 17:30:11,yahoo
ASTS,28.15,2.03,7.77,2025-03-16 17:30:11,yahoo
APP,292.89,20.89,7.68,2025-03-16 17:30:11,yahoo
LB,72.57,5.13,7.61,2025-03-16 17:30:11,yahoo
ASAN,13.88,0.97,7.51,2025-03-16 17:30:11,yahoo
CE,57.05,3.96,7.46,2025-03-16 17:30:11,yahoo
CVLT,159.17,10.86,7.32,2025-03-16 17:30:11,yahoo
OMAB,81.1,5.52,7.3,2025-03-16 17:30:11,yahoo
LMND,34.97,2.37,7.27,2025-03-16 17:30:11,yahoo
OMF,48.63,3.28,7.23,2025-03-16 17:30:11,yahoo
IEP,9.5,0.63,7.1,2025-03-16 17:30:11,yahoo
CSAN,5.28,0.35,7.1,2025-03-16 17:30:11,yahoo
RKLB,18.81,1.24,7.06,2025-03-16 17:30:11,yahoo
FNMAT,9.9,0.65,7.03,2025-03-16 17:30:11,yahoo
RIOT,7.82,0.51,6.98,2025-03-16 17:30:11,yahoo
TGS,27.33,1.77,6.92,2025-03-16 17:30:11,yahoo
RXRX,6.35,0.41,6.9,2025-03-16 17:30:11,yahoo
SPOT,574.79,36.88,6.86,2025-03-16 17:30:11,yahoo
CLF,10.39,0.66,6.78,2025-03-16 17:30:11,yahoo
AFRM,50.08,3.18,6.78,2025-03-16 17:30:11,yahoo
BRZE,35.28,2.17,6.55,2025-03-16 17:30:11,yahoo
TMDX,68.53,4.18,6.5,2025-03-16 17:30:11,yahoo
INTR,5.91,0.36,6.49,2025-03-16 17:30:11,yahoo
DAL,46.75,2.83,6.44,2025-03-16 17:30:11,yahoo
PETRY,6.14,0.37,6.41,2025-03-16 17:30:11,yahoo
OTLY,8.84,0.53,6.38,2025-03-16 17:30:11,yahoo
CRWD,353.73,21.2,6.38,2025-03-16 17:30:11,yahoo
AVPT,14.66,0.87,6.31,2025-03-16 17:30:11,yahoo
MKSI,86.32,5.08,6.25,2025-03-16 17:30:11,yahoo
MU,100.79,5.91,6.23,2025-03-16 17:30:11,yahoo
ENVA,92.62,5.43,6.23,2025-03-16 17:30:11,yahoo
DAY,55.39,3.21,6.15,2025-03-16 17:30:11,yahoo
SOFI,12.09,0.7,6.15,2025-03-16 17:30:11,yahoo
YPF,35.78,2.07,6.14,2025-03-16 17:30:11,yahoo
FG,42.73,2.46,6.11,2025-03-16 17:30:11,yahoo
