symbol,price,price_change,price_percent_change,timestamp,source
FINV,10.48,1.36,14.86,2025-03-18 14:31:09,yahoo
ESLT,412.37,43.11,11.67,2025-03-18 14:31:09,yahoo
TKAMY,11.15,1.1,10.95,2025-03-18 14:31:09,yahoo
TNXP,17.9,1.62,9.95,2025-03-18 14:31:09,yahoo
TME,13.76,0.7,5.36,2025-03-18 14:31:09,yahoo
BRRLY,13.6,0.67,5.18,2025-03-18 14:31:09,yahoo
IMPUY,6.6,0.32,5.1,2025-03-18 14:31:09,yahoo
CNX,32.14,1.41,4.59,2025-03-18 14:31:09,yahoo
CDE,6.72,0.29,4.51,2025-03-18 14:31:09,yahoo
AG,7.4,0.31,4.37,2025-03-18 14:31:09,yahoo
MLTX,40.24,1.58,4.07,2025-03-18 14:31:09,yahoo
NIO,5.22,0.19,3.8,2025-03-18 14:31:09,yahoo
BAYRY,6.79,0.24,3.66,2025-03-18 14:31:09,yahoo
AU,34.19,1.19,3.62,2025-03-18 14:31:09,yahoo
MSSMY,8.73,0.3,3.56,2025-03-18 14:31:09,yahoo
EDU,52.48,1.68,3.31,2025-03-18 14:31:09,yahoo
DB,24.77,0.82,3.44,2025-03-18 14:31:09,yahoo
RIVN,11.4,0.38,3.4,2025-03-18 14:31:09,yahoo
IPGP,65.38,2.06,3.25,2025-03-18 14:31:09,yahoo
CALX,34.46,1.07,3.2,2025-03-18 14:31:09,yahoo
