symbol,price,price_change,price_percent_change,timestamp
SAIC,114.98,10.55,10.1,2025-03-17 14:31:11
QFIN,47.0,3.81,8.82,2025-03-17 14:31:11
INTC,25.88,1.83,7.61,2025-03-17 14:31:11
ASND,164.85,11.88,7.76,2025-03-17 14:31:11
ORLA,9.21,0.5,5.74,2025-03-17 14:31:11
CALM,89.04,6.01,7.23,2025-03-17 14:31:11
LION,8.09,0.5,6.59,2025-03-17 14:31:11
AEO,11.79,0.73,6.6,2025-03-17 14:31:11
PETRY,6.14,0.37,6.41,2025-03-17 14:31:11
UEC,5.34,0.26,5.22,2025-03-17 14:31:11
MTSUY,18.7,1.12,6.37,2025-03-17 14:31:11
CELH,28.78,1.7,6.3,2025-03-17 14:31:11
HII,206.26,10.1,5.15,2025-03-17 14:31:11
M,13.76,0.68,5.2,2025-03-17 14:31:11
PAYC,218.62,10.62,5.11,2025-03-17 14:31:11
BVN,15.53,0.69,4.65,2025-03-17 14:31:11
KTOS,31.81,1.38,4.53,2025-03-17 14:31:11
BIDU,98.34,4.52,4.82,2025-03-17 14:31:11
MNSO,21.73,1.04,5.03,2025-03-17 14:31:11
NFE,9.72,0.46,4.97,2025-03-17 14:31:11
VRNA,64.58,3.19,5.2,2025-03-17 14:31:11
IAC,46.65,2.09,4.69,2025-03-17 14:31:11
BXP,68.44,2.93,4.47,2025-03-17 14:31:11
ENOV,38.78,1.73,4.67,2025-03-17 14:31:11
XIACY,36.48,1.6,4.59,2025-03-17 14:31:11
CVI,20.1,0.88,4.55,2025-03-17 14:31:11
FINV,9.1,0.39,4.48,2025-03-17 14:31:11
QBTS,10.53,0.38,3.76,2025-03-17 14:31:11
AMD,105.16,4.19,4.15,2025-03-17 14:31:11
LDOS,140.35,5.8,4.31,2025-03-17 14:31:11
ENPH,60.63,2.5,4.3,2025-03-17 14:31:11
PBF,21.64,0.9,4.35,2025-03-17 14:31:11
CDE,6.28,0.25,4.23,2025-03-17 14:31:11
TAL,13.85,0.55,4.1,2025-03-17 14:31:11
HBM,8.04,0.31,4.01,2025-03-17 14:31:11
RDY,13.19,0.51,4.06,2025-03-17 14:31:11
VNO,38.22,1.4,3.79,2025-03-17 14:31:11
YOU,25.54,1.02,4.16,2025-03-17 14:31:11
CACI,388.19,14.86,3.98,2025-03-17 14:31:11
AG,6.93,0.25,3.74,2025-03-17 14:31:11
HSAI,20.57,0.77,3.87,2025-03-17 14:31:11
LKNCY,34.95,1.34,3.99,2025-03-17 14:31:11
AMTM,18.46,0.56,3.13,2025-03-17 14:31:11
CAAP,19.06,0.68,3.7,2025-03-17 14:31:11
BF-B,36.01,1.22,3.49,2025-03-17 14:31:11
VEON,43.8,1.76,4.19,2025-03-17 14:31:11
TNET,77.97,3.02,4.03,2025-03-17 14:31:11
HIW,29.22,1.03,3.65,2025-03-17 14:31:11
PSMT,86.39,2.86,3.42,2025-03-17 14:31:11
NFLX,951.45,33.45,3.64,2025-03-17 14:31:11
DPZ,441.11,15.53,3.65,2025-03-17 14:31:11
EIX,59.03,2.03,3.56,2025-03-17 14:31:11
XP,15.2,0.53,3.65,2025-03-17 14:31:11
NICE,149.74,5.13,3.55,2025-03-17 14:31:11
YMM,13.32,0.41,3.18,2025-03-17 14:31:11
YY,49.31,1.63,3.42,2025-03-17 14:31:11
TCOM,63.86,2.13,3.45,2025-03-17 14:31:11
MRX,33.9,1.12,3.42,2025-03-17 14:31:11
ANF,82.86,3.07,3.85,2025-03-17 14:31:11
VAC,68.28,1.74,2.61,2025-03-17 14:31:11
ALB,77.48,2.25,2.99,2025-03-17 14:31:11
VRN,6.3,0.2,3.28,2025-03-17 14:31:11
KC,17.92,0.61,3.52,2025-03-17 14:31:11
TGLS,70.49,2.26,3.31,2025-03-17 14:31:11
BMRRY,14.04,0.45,3.31,2025-03-17 14:31:11
TW,140.14,4.34,3.2,2025-03-17 14:31:11
YETI,33.24,1.07,3.31,2025-03-17 14:31:11
YUMC,53.07,1.77,3.45,2025-03-17 14:31:11
WB,10.87,0.31,2.98,2025-03-17 14:31:11
BF-A,35.57,1.1,3.19,2025-03-17 14:31:11
EQX,6.93,0.19,2.8,2025-03-17 14:31:11
CUZ,29.6,0.92,3.21,2025-03-17 14:31:11
EG,367.94,11.28,3.16,2025-03-17 14:31:11
NVO,79.58,2.43,3.15,2025-03-17 14:31:11
TSRYY,6.24,0.19,3.14,2025-03-17 14:31:11
BABA,145.43,4.33,3.07,2025-03-17 14:31:11
ALIT,6.3,0.19,3.11,2025-03-17 14:31:11
LULU,320.3,9.27,2.98,2025-03-17 14:31:11
OBDC,14.84,0.44,3.06,2025-03-17 14:31:11
EFSC,57.44,1.61,2.88,2025-03-17 14:31:11
UNM,81.12,2.29,2.9,2025-03-17 14:31:11
IDCC,223.5,6.41,2.95,2025-03-17 14:31:11
COHR,66.42,2.12,3.3,2025-03-17 14:31:11
CCL,20.55,0.62,3.14,2025-03-17 14:31:11
