symbol,price,price_change,price_percent_change,timestamp,source
RGC,8.87,4.67,111.19,2025-03-13 17:30:19,wsj
HMR,4.08,1.52,59.8,2025-03-13 17:30:19,wsj
MCRP,3.87,1.32,52.02,2025-03-13 17:30:19,wsj
AVAH,5.3,1.56,41.66,2025-03-13 17:30:19,wsj
LZMH,11.31,3.13,38.27,2025-03-13 17:30:19,wsj
SSP,2.67,0.62,30.28,2025-03-13 17:30:19,wsj
WLGS,4.03,0.91,29.17,2025-03-13 17:30:19,wsj
MGTX,8.14,1.73,26.99,2025-03-13 17:30:19,wsj
QMCO,14.1,2.84,25.22,2025-03-13 17:30:19,wsj
RAIL,7.56,1.32,21.27,2025-03-13 17:30:19,wsj
AMBR,10.87,1.63,17.64,2025-03-13 17:30:19,wsj
UBXG,3.66,0.54,17.2,2025-03-13 17:30:19,wsj
YOSH,17.37,2.49,16.73,2025-03-13 17:30:19,wsj
XCUR,12.34,1.77,16.72,2025-03-13 17:30:19,wsj
FFNW,22.54,2.99,15.29,2025-03-13 17:30:19,wsj
YSG,4.92,0.61,14.11,2025-03-13 17:30:19,wsj
CURR,3.41,0.42,14.08,2025-03-13 17:30:19,wsj
INTC,23.52,2.84,13.73,2025-03-13 17:30:19,wsj
IH,2.51,0.3,13.57,2025-03-13 17:30:19,wsj
MCTR,6.52,0.77,13.39,2025-03-13 17:30:19,wsj
RIME,2.37,0.26,12.09,2025-03-13 17:30:19,wsj
OPRX,7.02,0.74,11.78,2025-03-13 17:30:19,wsj
NN,11.48,1.21,11.78,2025-03-13 17:30:19,wsj
QBTS,6.48,0.67,11.43,2025-03-13 17:30:19,wsj
BLDE,3.14,0.31,10.95,2025-03-13 17:30:19,wsj
PHLT,2.78,0.26,10.29,2025-03-13 17:30:19,wsj
PHR,26.0,2.2,9.24,2025-03-13 17:30:19,wsj
YALA,4.82,0.4,9.05,2025-03-13 17:30:19,wsj
FN,219.68,17.8,8.82,2025-03-13 17:30:19,wsj
PTHL,4.19,0.34,8.73,2025-03-13 17:30:19,wsj
MLGO,4.28,0.32,8.13,2025-03-13 17:30:19,wsj
ARMN,4.38,0.33,8.0,2025-03-13 17:30:19,wsj
BMEA,2.66,0.2,7.93,2025-03-13 17:30:19,wsj
NABL,7.72,0.56,7.9,2025-03-13 17:30:19,wsj
SHLS,3.17,0.23,7.82,2025-03-13 17:30:19,wsj
BBCP,5.34,0.39,7.76,2025-03-13 17:30:19,wsj
JG,9.69,0.67,7.38,2025-03-13 17:30:19,wsj
AZ,6.4,0.44,7.38,2025-03-13 17:30:19,wsj
DALN,7.29,0.47,6.9,2025-03-13 17:30:19,wsj
CMTG,3.66,0.23,6.87,2025-03-13 17:30:19,wsj
SNES,2.45,0.15,6.52,2025-03-13 17:30:19,wsj
XPOF,12.92,0.79,6.51,2025-03-13 17:30:19,wsj
AG,6.54,0.4,6.43,2025-03-13 17:30:19,wsj
JUNE,5.1,0.3,6.25,2025-03-13 17:30:19,wsj
CLCO,5.64,0.32,6.01,2025-03-13 17:30:19,wsj
SUUN,4.61,0.26,5.98,2025-03-13 17:30:19,wsj
PCRX,23.35,1.31,5.94,2025-03-13 17:30:19,wsj
CPRI,20.62,1.14,5.83,2025-03-13 17:30:19,wsj
IDR,12.18,0.67,5.82,2025-03-13 17:30:19,wsj
MRCY,44.53,2.43,5.77,2025-03-13 17:30:19,wsj
METC,9.37,0.51,5.76,2025-03-13 17:30:19,wsj
GTN,4.34,0.23,5.52,2025-03-13 17:30:19,wsj
BWMN,23.22,1.21,5.5,2025-03-13 17:30:19,wsj
ABUS,3.36,0.17,5.49,2025-03-13 17:30:19,wsj
DLTR,65.28,3.36,5.43,2025-03-13 17:30:19,wsj
BLBX,3.16,0.16,5.33,2025-03-13 17:30:19,wsj
CRML,2.25,0.11,5.26,2025-03-13 17:30:19,wsj
SVRA,2.74,0.14,5.19,2025-03-13 17:30:19,wsj
ASTL,6.12,0.3,5.15,2025-03-13 17:30:19,wsj
ZDGE,2.25,0.11,5.14,2025-03-13 17:30:19,wsj
GIII,26.6,1.26,4.97,2025-03-13 17:30:19,wsj
NIU,2.56,0.12,4.69,2025-03-13 17:30:19,wsj
IPDN,2.2,0.1,4.66,2025-03-13 17:30:19,wsj
CBUS,2.26,0.1,4.63,2025-03-13 17:30:19,wsj
CRNT,2.6,0.12,4.62,2025-03-13 17:30:19,wsj
DG,78.24,3.39,4.53,2025-03-13 17:30:19,wsj
NG,3.4,0.14,4.45,2025-03-13 17:30:19,wsj
SLNO,48.77,2.07,4.43,2025-03-13 17:30:19,wsj
MOMO,7.1,0.3,4.41,2025-03-13 17:30:19,wsj
XPEV,25.82,1.09,4.41,2025-03-13 17:30:19,wsj
MTEN,4.75,0.2,4.4,2025-03-13 17:30:19,wsj
NEM,45.44,1.81,4.14,2025-03-13 17:30:19,wsj
BVN,14.18,0.54,3.96,2025-03-13 17:30:19,wsj
AVDL,8.28,0.32,3.96,2025-03-13 17:30:19,wsj
SCHL,19.77,0.74,3.89,2025-03-13 17:30:19,wsj
BAK,3.62,0.14,3.88,2025-03-13 17:30:19,wsj
LEGH,25.68,0.93,3.76,2025-03-13 17:30:19,wsj
NCMI,5.74,0.2,3.71,2025-03-13 17:30:19,wsj
VOD,9.5,0.34,3.68,2025-03-13 17:30:19,wsj
FIS,70.62,2.5,3.68,2025-03-13 17:30:19,wsj
HYMC,2.83,0.1,3.66,2025-03-13 17:30:19,wsj
ELVA,2.45,0.09,3.59,2025-03-13 17:30:19,wsj
PESI,7.5,0.26,3.59,2025-03-13 17:30:19,wsj
NGD,3.19,0.11,3.58,2025-03-13 17:30:19,wsj
SSRM,10.6,0.36,3.56,2025-03-13 17:30:19,wsj
EUDA,3.76,0.13,3.54,2025-03-13 17:30:19,wsj
ATYR,3.68,0.13,3.52,2025-03-13 17:30:19,wsj
