symbol,price,price_change,price_percent_change,timestamp
CTGO,10.66,1.17,12.33,2025-03-17 21:01:22
ARQT,16.42,1.8,12.31,2025-03-17 21:01:22
SNCR,12.23,1.34,12.3,2025-03-17 21:01:22
NEOV,2.68,0.29,12.13,2025-03-17 21:01:22
YSG,5.87,0.63,12.02,2025-03-17 21:01:22
STIM,5.06,0.54,11.95,2025-03-17 21:01:22
DNA,7.77,0.8,11.48,2025-03-17 21:01:22
MASS,4.58,0.47,11.44,2025-03-17 21:01:22
VRA,2.74,0.28,11.38,2025-03-17 21:01:22
LUD,4.85,0.49,11.24,2025-03-17 21:01:22
MPAA,11.6,1.17,11.22,2025-03-17 21:01:22
OPAL,2.1,0.21,11.11,2025-03-17 21:01:22
AEYE,12.6,1.26,11.11,2025-03-17 21:01:22
MIST,2.41,0.24,11.06,2025-03-17 21:01:22
ALAR,8.26,0.82,11.02,2025-03-17 21:01:22
MASK,3.3,0.32,10.74,2025-03-17 21:01:22
CELH,29.93,2.85,10.52,2025-03-17 21:01:22
CALM,91.7,8.67,10.44,2025-03-17 21:01:22
DM,2.75,0.26,10.44,2025-03-17 21:01:22
ASND,168.84,15.86,10.37,2025-03-17 21:01:22
AUID,5.23,0.49,10.25,2025-03-17 21:01:22
LZMH,10.17,0.94,10.18,2025-03-17 21:01:22
HPP,3.03,0.28,10.18,2025-03-17 21:01:22
QBTS,11.18,1.03,10.15,2025-03-17 21:01:22
SYTA,2.2,0.2,10.0,2025-03-17 21:01:22
CSBR,10.15,0.92,9.97,2025-03-17 21:01:22
DUOT,6.47,0.58,9.85,2025-03-17 21:01:22
GWH,3.57,0.32,9.85,2025-03-17 21:01:22
IPI,29.18,2.61,9.82,2025-03-17 21:01:22
FIP,5.27,0.47,9.79,2025-03-17 21:01:22
ENPH,63.8,5.67,9.75,2025-03-17 21:01:22
PHAT,4.84,0.43,9.75,2025-03-17 21:01:22
GNLX,3.73,0.33,9.71,2025-03-17 21:01:22
AMRC,11.56,1.02,9.68,2025-03-17 21:01:22
FSI,5.65,0.49,9.57,2025-03-17 21:01:22
INSE,9.17,0.8,9.56,2025-03-17 21:01:22
JTAI,4.71,0.41,9.53,2025-03-17 21:01:22
RETO,4.73,0.41,9.49,2025-03-17 21:01:22
IMTX,4.98,0.43,9.45,2025-03-17 21:01:22
PLX,2.45,0.21,9.37,2025-03-17 21:01:22
CLMT,13.19,1.13,9.37,2025-03-17 21:01:22
SNOA,3.86,0.33,9.35,2025-03-17 21:01:22
DEC,13.06,1.11,9.29,2025-03-17 21:01:22
DLO,9.42,0.8,9.28,2025-03-17 21:01:22
SHCO,6.49,0.55,9.26,2025-03-17 21:01:22
QFIN,47.13,3.94,9.12,2025-03-17 21:01:22
