symbol,price,price_change,price_percent_change,timestamp
CRDO,48.15,3.2,7.13,2025-03-14 17:30:10
CLF,10.41,0.69,7.04,2025-03-14 17:30:10
FNMAL,17.4,1.15,7.08,2025-03-14 17:30:10
FMCKM,8.5,0.56,7.05,2025-03-14 17:30:10
ACHR,7.77,0.52,7.17,2025-03-14 17:30:10
FNMAT,9.9,0.65,7.03,2025-03-14 17:30:10
CVNA,178.68,12.01,7.21,2025-03-14 17:30:10
OMAB,80.82,5.24,6.93,2025-03-14 17:30:10
MP,26.08,1.7,6.97,2025-03-14 17:30:10
ELF,67.39,4.42,7.03,2025-03-14 17:30:10
FNMAS,10.93,0.68,6.63,2025-03-14 17:30:10
LYFT,12.02,0.74,6.61,2025-03-14 17:30:10
LMND,34.73,2.13,6.54,2025-03-14 17:30:10
RIOT,7.78,0.47,6.5,2025-03-14 17:30:10
CE,56.55,3.46,6.52,2025-03-14 17:30:10
SPOT,572.07,34.16,6.35,2025-03-14 17:30:10
STNE,9.8,0.58,6.29,2025-03-14 17:30:10
DJTWW,12.33,0.74,6.38,2025-03-14 17:30:10
PATH,10.6,0.63,6.37,2025-03-14 17:30:10
SAABY,19.66,1.16,6.27,2025-03-14 17:30:10
MANH,173.76,10.26,6.28,2025-03-14 17:30:10
NE,23.86,1.4,6.23,2025-03-14 17:30:10
EDU,51.0,2.96,6.16,2025-03-14 17:30:10
SMMYY,5.53,0.32,6.14,2025-03-14 17:30:10
WDC,44.63,2.6,6.18,2025-03-14 17:30:10
PENN,17.21,0.98,6.04,2025-03-14 17:30:10
AFRM,49.67,2.76,5.9,2025-03-14 17:30:10
CC,14.53,0.84,6.09,2025-03-14 17:30:10
RKLB,18.63,1.06,6.03,2025-03-14 17:30:10
BYDDY,100.08,5.72,6.06,2025-03-14 17:30:10
INFA,18.44,1.05,6.04,2025-03-14 17:30:10
VICR,54.06,3.06,6.0,2025-03-14 17:30:10
CZR,28.25,1.62,6.06,2025-03-14 17:30:10
QFIN,42.39,2.42,6.05,2025-03-14 17:30:10
NFE,9.02,0.51,6.0,2025-03-14 17:30:10
TEAM,220.04,12.04,5.79,2025-03-14 17:30:10
SCHW,77.82,4.31,5.86,2025-03-14 17:30:10
PETRY,6.11,0.34,5.89,2025-03-14 17:30:10
BYDDF,50.01,2.77,5.86,2025-03-14 17:30:10
MU,100.43,5.55,5.85,2025-03-14 17:30:10
PSTG,51.35,2.81,5.79,2025-03-14 17:30:10
KVYO,33.79,1.79,5.61,2025-03-14 17:30:10
HPE,15.6,0.83,5.65,2025-03-14 17:30:10
INTR,5.87,0.32,5.72,2025-03-14 17:30:10
XP,14.69,0.8,5.72,2025-03-14 17:30:10
SOFI,12.03,0.64,5.66,2025-03-14 17:30:10
GWRE,186.02,10.01,5.69,2025-03-14 17:30:10
CLS,91.2,4.79,5.54,2025-03-14 17:30:10
VEON,42.0,2.22,5.58,2025-03-14 17:30:10
MPNGY,45.18,2.38,5.56,2025-03-14 17:30:10
PBR,13.43,0.7,5.5,2025-03-14 17:30:10
VAL,38.29,1.98,5.45,2025-03-14 17:30:10
OKTA,112.33,5.7,5.35,2025-03-14 17:30:10
STR,19.69,1.01,5.41,2025-03-14 17:30:10
BILL,46.37,2.34,5.31,2025-03-14 17:30:10
TGS,26.97,1.41,5.5,2025-03-14 17:30:10
NBIS,27.67,1.5,5.73,2025-03-14 17:30:10
DAY,55.04,2.86,5.49,2025-03-14 17:30:10
ZLAB,38.11,1.97,5.45,2025-03-14 17:30:10
ATAT,31.2,1.58,5.33,2025-03-14 17:30:10
PNGAY,12.81,0.66,5.43,2025-03-14 17:30:10
MKSI,85.62,4.38,5.39,2025-03-14 17:30:10
MNDY,255.12,12.75,5.26,2025-03-14 17:30:10
MDGL,340.27,17.25,5.34,2025-03-14 17:30:10
ITUB,6.03,0.31,5.33,2025-03-14 17:30:10
FLR,36.81,1.87,5.35,2025-03-14 17:30:10
PEGA,71.87,3.73,5.47,2025-03-14 17:30:10
YPF,35.49,1.78,5.28,2025-03-14 17:30:10
LW,51.22,2.57,5.28,2025-03-14 17:30:10
CRWD,349.88,17.35,5.22,2025-03-14 17:30:10
GKOS,101.84,5.24,5.42,2025-03-14 17:30:10
THO,80.71,3.94,5.13,2025-03-14 17:30:10
MGM,31.75,1.59,5.27,2025-03-14 17:30:10
RXRX,6.24,0.3,5.08,2025-03-14 17:30:10
SYM,21.68,1.12,5.45,2025-03-14 17:30:10
CLBT,18.2,0.92,5.32,2025-03-14 17:30:10
CVLT,156.31,8.0,5.39,2025-03-14 17:30:10
UMC,6.8,0.34,5.18,2025-03-14 17:30:10
DAN,14.31,0.7,5.14,2025-03-14 17:30:10
BL,49.92,2.46,5.18,2025-03-14 17:30:10
AVPT,14.49,0.7,5.11,2025-03-14 17:30:10
TMDX,67.69,3.34,5.19,2025-03-14 17:30:10
SHAK,87.02,4.25,5.13,2025-03-14 17:30:10
OMF,47.68,2.33,5.14,2025-03-14 17:30:10
UAL,73.39,3.49,4.99,2025-03-14 17:30:10
SITM,166.33,7.91,4.99,2025-03-14 17:30:10
SOC,24.83,1.17,4.97,2025-03-14 17:30:10
SPSC,129.12,6.07,4.93,2025-03-14 17:30:10
PCOR,68.97,3.21,4.87,2025-03-14 17:30:10
FINV,8.7,0.4,4.88,2025-03-14 17:30:10
RRR,44.7,2.01,4.71,2025-03-14 17:30:10
PEN,273.32,12.68,4.87,2025-03-14 17:30:10
BRZE,34.77,1.66,5.02,2025-03-14 17:30:10
VKTX,31.15,1.42,4.76,2025-03-14 17:30:10
FIVN,29.61,1.37,4.85,2025-03-14 17:30:10
RNMBY,298.95,13.65,4.78,2025-03-14 17:30:10
MNSO,20.67,0.95,4.79,2025-03-14 17:30:10
LITE,63.37,3.08,5.11,2025-03-14 17:30:10
DB,24.07,1.09,4.74,2025-03-14 17:30:10
PAC,192.01,8.76,4.78,2025-03-14 17:30:10
ENVA,91.36,4.17,4.78,2025-03-14 17:30:10
VALE,9.88,0.45,4.83,2025-03-14 17:30:10
MRX,32.84,1.48,4.72,2025-03-14 17:30:10
HWKN,107.94,4.86,4.71,2025-03-14 17:30:10
OTLY,8.7,0.39,4.69,2025-03-14 17:30:10
LSCC,60.71,2.73,4.71,2025-03-14 17:30:10
NMRK,12.39,0.55,4.6,2025-03-14 17:30:10
OVV,40.2,1.79,4.66,2025-03-14 17:30:10
DY,154.64,7.17,4.86,2025-03-14 17:30:10
WK,89.03,3.97,4.66,2025-03-14 17:30:10
TSEM,39.11,1.7,4.54,2025-03-14 17:30:10
CAVA,77.32,3.25,4.39,2025-03-14 17:30:10
RDDT,126.82,5.29,4.35,2025-03-14 17:30:10
PBR-A,12.39,0.55,4.6,2025-03-14 17:30:10
DLO,8.61,0.38,4.62,2025-03-14 17:30:10
ARM,117.23,5.18,4.62,2025-03-14 17:30:10
IEP,9.27,0.4,4.57,2025-03-14 17:30:10
URI,621.22,27.05,4.55,2025-03-14 17:30:10
AS,27.82,1.2,4.53,2025-03-14 17:30:10
DJT,20.05,0.88,4.59,2025-03-14 17:30:10
AAON,81.9,3.59,4.58,2025-03-14 17:30:10
SAN,6.74,0.3,4.57,2025-03-14 17:30:10
MT,32.18,1.37,4.45,2025-03-14 17:30:10
SMCI,40.76,1.67,4.29,2025-03-14 17:30:10
RUM,7.9,0.33,4.36,2025-03-14 17:30:10
DAL,45.85,1.94,4.41,2025-03-14 17:30:10
TRMB,69.32,2.93,4.41,2025-03-14 17:30:10
MPWR,596.73,25.52,4.47,2025-03-14 17:30:10
ELP,7.26,0.31,4.46,2025-03-14 17:30:10
ZK,31.08,1.33,4.45,2025-03-14 17:30:10
ACVA,14.62,0.62,4.43,2025-03-14 17:30:10
TWLO,99.17,4.27,4.5,2025-03-14 17:30:10
CHWY,33.72,1.38,4.25,2025-03-14 17:30:10
APGE,40.03,1.7,4.45,2025-03-14 17:30:10
PAGS,7.81,0.32,4.27,2025-03-14 17:30:10
ORLA,8.69,0.4,4.83,2025-03-14 17:30:10
PTEN,7.95,0.34,4.4,2025-03-14 17:30:10
VWDRY,5.22,0.22,4.4,2025-03-14 17:30:10
LRCX,78.54,3.28,4.36,2025-03-14 17:30:10
CYBR,336.89,14.74,4.58,2025-03-14 17:30:10
ADBE,394.31,16.47,4.36,2025-03-14 17:30:10
DKS,194.64,8.09,4.34,2025-03-14 17:30:10
FG,42.09,1.82,4.52,2025-03-14 17:30:10
FRHC,127.49,5.33,4.36,2025-03-14 17:30:10
ENTG,98.61,4.19,4.44,2025-03-14 17:30:10
VIV,8.9,0.36,4.27,2025-03-14 17:30:10
PR,13.5,0.57,4.41,2025-03-14 17:30:10
DUOL,284.47,11.98,4.4,2025-03-14 17:30:10
CSGP,78.62,3.18,4.22,2025-03-14 17:30:10
GME,22.88,0.93,4.24,2025-03-14 17:30:10
WHR,92.31,3.73,4.21,2025-03-14 17:30:10
NVDA,120.54,4.96,4.29,2025-03-14 17:30:10
ANET,83.55,3.41,4.25,2025-03-14 17:30:10
EADSY,46.07,1.9,4.3,2025-03-14 17:30:10
