symbol,price,price_change,price_percent_change,timestamp,source
ASAN,13.68,0.77,5.96,2025-03-14 14:31:10,yahoo
CC,14.48,0.78,5.66,2025-03-14 14:31:10,yahoo
OKTA,112.57,5.94,5.58,2025-03-14 14:31:10,yahoo
NU,11.33,0.58,5.41,2025-03-14 14:31:10,yahoo
TGTX,38.99,1.93,5.22,2025-03-14 14:31:10,yahoo
CSAN,5.19,0.26,5.27,2025-03-14 14:31:10,yahoo
EDU,50.49,2.45,5.11,2025-03-14 14:31:10,yahoo
TAL,13.46,0.66,5.16,2025-03-14 14:31:10,yahoo
PTCT,55.14,2.38,4.51,2025-03-14 14:31:10,yahoo
ROOT,140.82,6.59,4.91,2025-03-14 14:31:10,yahoo
ELF,66.43,3.46,5.49,2025-03-14 14:31:10,yahoo
PATH,10.52,0.55,5.47,2025-03-14 14:31:10,yahoo
XP,14.57,0.68,4.93,2025-03-14 14:31:10,yahoo
CVNA,175.03,8.36,5.02,2025-03-14 14:31:10,yahoo
SMCI,41.15,2.07,5.29,2025-03-14 14:31:10,yahoo
SCHW,76.99,3.48,4.73,2025-03-14 14:31:10,yahoo
NBIS,27.56,1.39,5.33,2025-03-14 14:31:10,yahoo
WRD,17.06,0.79,4.86,2025-03-14 14:31:10,yahoo
ALGM,27.55,1.31,5.0,2025-03-14 14:31:10,yahoo
WDC,44.05,2.02,4.81,2025-03-14 14:31:10,yahoo
RSI,10.16,0.48,4.96,2025-03-14 14:31:10,yahoo
VWDRY,5.24,0.24,4.8,2025-03-14 14:31:10,yahoo
TMDX,67.32,2.97,4.62,2025-03-14 14:31:10,yahoo
CRDO,47.22,2.26,5.04,2025-03-14 14:31:10,yahoo
BILL,46.23,2.2,5.0,2025-03-14 14:31:10,yahoo
FUN,36.43,1.37,3.91,2025-03-14 14:31:10,yahoo
MT,32.24,1.43,4.64,2025-03-14 14:31:10,yahoo
FRHC,127.91,5.75,4.71,2025-03-14 14:31:10,yahoo
GMAB,20.92,0.96,4.78,2025-03-14 14:31:10,yahoo
VIST,49.52,2.17,4.58,2025-03-14 14:31:10,yahoo
ATAT,30.97,1.35,4.56,2025-03-14 14:31:10,yahoo
ACHR,7.62,0.37,5.09,2025-03-14 14:31:10,yahoo
DB,24.02,1.04,4.55,2025-03-14 14:31:10,yahoo
ARM,117.0,4.95,4.42,2025-03-14 14:31:10,yahoo
PSTG,50.65,2.11,4.35,2025-03-14 14:31:10,yahoo
PAC,191.24,7.99,4.36,2025-03-14 14:31:10,yahoo
VICR,53.03,2.03,3.97,2025-03-14 14:31:10,yahoo
UMC,6.75,0.28,4.33,2025-03-14 14:31:10,yahoo
CVLT,154.58,6.27,4.23,2025-03-14 14:31:10,yahoo
CQP,64.84,2.63,4.23,2025-03-14 14:31:10,yahoo
CLF,10.14,0.41,4.21,2025-03-14 14:31:10,yahoo
SMMT,20.0,0.81,4.19,2025-03-14 14:31:10,yahoo
SPOT,560.83,22.92,4.26,2025-03-14 14:31:10,yahoo
GKOS,100.55,3.95,4.09,2025-03-14 14:31:10,yahoo
JD,42.87,1.63,3.95,2025-03-14 14:31:10,yahoo
YPF,35.23,1.52,4.51,2025-03-14 14:31:10,yahoo
LMND,34.11,1.51,4.63,2025-03-14 14:31:10,yahoo
SAN,6.72,0.27,4.11,2025-03-14 14:31:10,yahoo
MSTR,274.3,11.04,4.19,2025-03-14 14:31:10,yahoo
ECG,39.3,1.51,4.0,2025-03-14 14:31:10,yahoo
INTR,5.78,0.23,4.14,2025-03-14 14:31:10,yahoo
SHOP,94.38,3.79,4.18,2025-03-14 14:31:10,yahoo
MTSI,108.4,4.19,4.02,2025-03-14 14:31:10,yahoo
ALHC,16.09,0.59,3.84,2025-03-14 14:31:10,yahoo
HOOD,37.52,1.5,4.16,2025-03-14 14:31:10,yahoo
SRRK,35.97,1.42,4.1,2025-03-14 14:31:10,yahoo
YUMC,51.06,1.97,4.01,2025-03-14 14:31:10,yahoo
KVYO,33.39,1.39,4.34,2025-03-14 14:31:10,yahoo
GEO,26.55,1.0,3.92,2025-03-14 14:31:10,yahoo
INFA,18.1,0.71,4.08,2025-03-14 14:31:10,yahoo
ZTO,20.17,0.76,3.94,2025-03-14 14:31:10,yahoo
PAGS,7.8,0.31,4.07,2025-03-14 14:31:10,yahoo
LYFT,11.73,0.46,4.13,2025-03-14 14:31:10,yahoo
AFRM,48.89,1.99,4.24,2025-03-14 14:31:10,yahoo
ITUB,5.93,0.21,3.67,2025-03-14 14:31:10,yahoo
ORLA,8.53,0.24,2.96,2025-03-14 14:31:10,yahoo
CAVA,77.0,2.93,3.96,2025-03-14 14:31:10,yahoo
CRGY,10.88,0.39,3.68,2025-03-14 14:31:10,yahoo
DJT,19.89,0.72,3.76,2025-03-14 14:31:10,yahoo
RKLB,18.28,0.71,4.04,2025-03-14 14:31:10,yahoo
CZR,27.7,1.08,4.04,2025-03-14 14:31:10,yahoo
BBVA,14.32,0.52,3.77,2025-03-14 14:31:10,yahoo
VTMX,23.6,0.83,3.65,2025-03-14 14:31:10,yahoo
IPGP,61.66,2.15,3.61,2025-03-14 14:31:10,yahoo
NVDA,119.69,4.11,3.56,2025-03-14 14:31:10,yahoo
SYM,21.33,0.77,3.75,2025-03-14 14:31:10,yahoo
DAY,54.12,1.94,3.73,2025-03-14 14:31:10,yahoo
ACAD,17.49,0.71,4.23,2025-03-14 14:31:10,yahoo
MRX,32.48,1.12,3.57,2025-03-14 14:31:10,yahoo
DUOL,282.28,9.79,3.59,2025-03-14 14:31:10,yahoo
VALE,9.75,0.33,3.5,2025-03-14 14:31:10,yahoo
ZETA,14.21,0.51,3.72,2025-03-14 14:31:10,yahoo
SOFI,11.83,0.44,3.86,2025-03-14 14:31:10,yahoo
TWLO,98.42,3.52,3.71,2025-03-14 14:31:10,yahoo
PEN,269.76,9.12,3.5,2025-03-14 14:31:10,yahoo
SOC,24.49,0.83,3.49,2025-03-14 14:31:10,yahoo
LPLA,320.5,11.63,3.77,2025-03-14 14:31:10,yahoo
VIRT,35.39,1.2,3.51,2025-03-14 14:31:10,yahoo
PTEN,7.88,0.27,3.54,2025-03-14 14:31:10,yahoo
PDD,122.89,4.12,3.47,2025-03-14 14:31:10,yahoo
CRWD,344.06,11.53,3.47,2025-03-14 14:31:10,yahoo
OSIS,183.47,8.16,4.65,2025-03-14 14:31:10,yahoo
DAN,14.1,0.49,3.6,2025-03-14 14:31:10,yahoo
LSCC,60.11,2.13,3.67,2025-03-14 14:31:10,yahoo
LB,69.76,2.32,3.44,2025-03-14 14:31:10,yahoo
FINV,8.59,0.28,3.43,2025-03-14 14:31:10,yahoo
TSEM,38.75,1.34,3.58,2025-03-14 14:31:10,yahoo
ICLR,185.15,6.2,3.46,2025-03-14 14:31:10,yahoo
FLR,36.12,1.18,3.36,2025-03-14 14:31:10,yahoo
OVV,39.72,1.31,3.42,2025-03-14 14:31:10,yahoo
PCOR,68.08,2.31,3.51,2025-03-14 14:31:10,yahoo
NTRA,147.37,4.86,3.41,2025-03-14 14:31:10,yahoo
THO,79.28,2.51,3.26,2025-03-14 14:31:10,yahoo
STNE,9.53,0.31,3.36,2025-03-14 14:31:10,yahoo
MKSI,83.96,2.72,3.35,2025-03-14 14:31:10,yahoo
URI,614.76,20.59,3.47,2025-03-14 14:31:10,yahoo
MPWR,590.15,18.93,3.31,2025-03-14 14:31:10,yahoo
RUM,7.86,0.28,3.77,2025-03-14 14:31:10,yahoo
PEGA,70.39,2.25,3.29,2025-03-14 14:31:10,yahoo
APGE,39.58,1.25,3.27,2025-03-14 14:31:10,yahoo
CSGP,77.83,2.39,3.17,2025-03-14 14:31:10,yahoo
MANH,168.79,5.29,3.24,2025-03-14 14:31:10,yahoo
ZK,30.72,0.97,3.25,2025-03-14 14:31:10,yahoo
MGM,31.2,1.04,3.45,2025-03-14 14:31:10,yahoo
HUN,17.23,0.55,3.27,2025-03-14 14:31:10,yahoo
NE,23.2,0.74,3.3,2025-03-14 14:31:10,yahoo
AVPT,14.25,0.46,3.33,2025-03-14 14:31:10,yahoo
BL,49.06,1.6,3.37,2025-03-14 14:31:10,yahoo
NUVL,77.19,2.71,3.64,2025-03-14 14:31:10,yahoo
ABR,12.45,0.39,3.28,2025-03-14 14:31:10,yahoo
RXRX,6.14,0.2,3.28,2025-03-14 14:31:10,yahoo
MUFG,13.59,0.42,3.19,2025-03-14 14:31:10,yahoo
DY,152.16,4.69,3.18,2025-03-14 14:31:10,yahoo
ANET,82.86,2.72,3.39,2025-03-14 14:31:10,yahoo
HPE,15.27,0.49,3.35,2025-03-14 14:31:10,yahoo
FIX,337.61,10.36,3.16,2025-03-14 14:31:10,yahoo
ACVA,14.47,0.47,3.36,2025-03-14 14:31:10,yahoo
TRGP,188.48,5.62,3.07,2025-03-14 14:31:10,yahoo
MBLY,14.97,0.49,3.42,2025-03-14 14:31:10,yahoo
CG,41.76,1.26,3.11,2025-03-14 14:31:10,yahoo
TS,38.1,1.15,3.1,2025-03-14 14:31:10,yahoo
CHWY,33.41,1.06,3.29,2025-03-14 14:31:10,yahoo
TCEHY,68.3,2.0,3.02,2025-03-14 14:31:10,yahoo
OMF,46.76,1.41,3.11,2025-03-14 14:31:10,yahoo
FMS,23.88,0.71,3.06,2025-03-14 14:31:10,yahoo
GRND,16.92,0.53,3.23,2025-03-14 14:31:10,yahoo
WBD,10.22,0.33,3.34,2025-03-14 14:31:10,yahoo
HKXCY,46.2,1.36,3.03,2025-03-14 14:31:10,yahoo
LRCX,77.62,2.36,3.14,2025-03-14 14:31:10,yahoo
PENN,16.75,0.52,3.2,2025-03-14 14:31:10,yahoo
AXON,550.77,16.21,3.03,2025-03-14 14:31:10,yahoo
